File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap
scripts/ingest_retired_model_provider_asset.py,load_catalog,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,write_catalog,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,register_asset,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_read_synthetic_mesh,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_write_synthetic_mesh,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_stride_decimate,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_bbox,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,run_synthetic_ingest,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,run_blender_ingest,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,ingest,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_default_blender,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,_parse_args,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
scripts/ingest_retired_model_provider_asset.py,main,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._density_at,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._grid_idx,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._is_valid,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,lloyd_relax_points,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,context_scatter,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,context_scatter._map_sample,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,_weighted_choice,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,generate_breakable_variants,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,_build_geometry_op,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,_generate_fragments,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,_generate_debris,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,generate_sinkhole,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,generate_floating_rocks,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,generate_ice_formation,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/_scatter_engine.py,generate_lava_flow,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment.py,_sanitize_scatter_scale_range,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment.py,_infer_retired_model_provider_asset_class,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_require_bpy,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_assign_scatter_material,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_vegetation_rotation,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_prop_rotation,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_height_sampler,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_height_sampler._sample,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_world_to_terrain_uv,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_sample_heightmap_surface_world,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_sample_heightmap_world,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_axis_spacing_from_extent,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_cell_size_from_extent,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_collapse_detail_density,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_density_reject,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_stack_value,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_resize_scatter_map,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_normalize_scatter_signal,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_base_type,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_resolve_scatter_context_maps,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_localize_exclusion_zones,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_resolve_combat_clearings,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_sample_scalar_map,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_filter_multipass_scatter_placements,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_generate_multipass_scatter_placements,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_hero_excluded,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_wind_rotation_y,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_apply_sdf_exclusion,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_write_tree_instance_points,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_location_layer_rand2,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,LocationLayer,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,LocationLayer.generate,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,halo_scatter_point_id,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_template_collection,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_vegetation_template,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_add_leaf_card_canopy,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_add_leaf_card_canopy._atlas_uv,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_add_leaf_card_canopy._atlas_uv_flipped,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_add_leaf_card_canopy._add_card,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,create_leaf_card_tree,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_grass_card,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_grass_card._add_blade,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_grass_card._add_blade._rot,C,C,ADD_DIRECT_TESTS,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_rock_size_from_power_law,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_generate_combat_clearing,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_build_scatter_density_map,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_lod_for_distance,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._cell,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._density_at,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._height_at,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._slope_at,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._moisture_at,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._in_building,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._in_clearing,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._viewer_dist,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._scale_pm20,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._passes_species_constraints,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._near_tree,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_scatter_pass._passes_affinity,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,handle_scatter_vegetation,C,C,ADD_DIRECT_TESTS,w=primary;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,_create_prop_template,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,handle_scatter_props,C,C,ADD_DIRECT_TESTS,w=primary;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/environment_scatter.py,handle_create_breakable,C,C,ADD_DIRECT_TESTS,w=primary;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.size_x,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.size_y,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.size_z,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.diagonal,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.volume,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AABB.center,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,LodVariant,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AssetMetadata,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,validate_asset_metadata,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,classify_size_from_bounds,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AssetContextRuleExt,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AssetContextRuleExt.effective_variance,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_asset_metadata.py,AssetContextRuleExt.blended_score,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,classify_asset_role,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,build_asset_context_rules,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,scatter_debris_for_caves,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,validate_asset_density_and_overlap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,_build_tree_instance_array,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_assets.py,pass_scatter_intelligent,C,C,ADD_DIRECT_TESTS,w=primary;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_budget_enforcer.py,_count_scatter_instances,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_caves.py,scatter_collapse_debris,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_caves.py,_generate_cave_vegetation,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,SpeciesSpec,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,_slope,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,species_ids_by_category,C,C,WIRE_OR_DEPRECATE,w=testonly;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired_model_provider_assets_required,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,manifest_entries,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,categories_covered,C+,C+,ADD_LIVE_VISUAL_GOLDEN,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,_derive_species_constraints,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest,D+,D+,WIRE_OR_DEPRECATE,w=misswire;dt=Y;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest._maybe_reload,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest._load_locked,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest.reload,C,C,ADD_DIRECT_TESTS,w=helper;dt=Y;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest.asset_ids,D+,D+,WIRE_OR_DEPRECATE,w=orphan;dt=N;call=Y;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest.get_asset,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,retired model providerAssetManifest.assets_for_category,C,C,ADD_DIRECT_TESTS,w=helper;dt=N;call=N;proof=N,scatter: rendered species/density/LOD proof missing
