File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/animation_environment.py,generate_door_creak_keyframes,generate_door_creak_keyframes,237,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_raise_keyframes,generate_gate_raise_keyframes,301,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_raise_keyframes._h,_h,336,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_raise_keyframes._dh,_dh,344,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_lower_keyframes,generate_gate_lower_keyframes,370,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_lower_keyframes._h,_h,407,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_gate_lower_keyframes._dh,_dh,421,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_drawbridge_keyframes,generate_drawbridge_keyframes,445,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_shatter_keyframes,generate_shatter_keyframes,511,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_wobble_collapse_keyframes,generate_wobble_collapse_keyframes,598,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,_fire_val_tang,_fire_val_tang,673,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_fire_flicker_keyframes,generate_fire_flicker_keyframes,687,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_torch_sway_keyframes,generate_torch_sway_keyframes,743,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,_stokes_drag_amp,_stokes_drag_amp,1065,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_flag_wind_keyframes,generate_flag_wind_keyframes,1071,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_banner_wind_keyframes,generate_banner_wind_keyframes,1141,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_chain_swing_keyframes,generate_chain_swing_keyframes,1218,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_rope_sway_keyframes,generate_rope_sway_keyframes,1290,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_trap_trigger_keyframes,generate_trap_trigger_keyframes,1373,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_trap_reset_keyframes,generate_trap_reset_keyframes,1445,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_trap_idle_keyframes,generate_trap_idle_keyframes,1516,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_chest_open_keyframes,generate_chest_open_keyframes,1570,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_chest_open_keyframes._h,_h,1604,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_chest_open_keyframes._dh,_dh,1622,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_lever_pull_keyframes,generate_lever_pull_keyframes,1649,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_switch_toggle_keyframes,generate_switch_toggle_keyframes,1711,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,_candle_temp,_candle_temp,1769,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_candle_flicker_keyframes,generate_candle_flicker_keyframes,1776,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_chandelier_sway_keyframes,generate_chandelier_sway_keyframes,1849,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/animation_environment.py,generate_windmill_rotate_keyframes,generate_windmill_rotate_keyframes,1928,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_environment.py,generate_env_keyframes,generate_env_keyframes,1985,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/animation_gaits.py,Keyframe,Keyframe,12,class,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/atmospheric_volumes.py,_permute,_permute,35,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_smooth,_smooth,44,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_lerp,_lerp,49,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_grad2,_grad2,53,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_perlin2,_perlin2,63,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_perlin2._h,_h,77,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,compute_atmospheric_placements,compute_atmospheric_placements,236,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/atmospheric_volumes.py,compute_atmospheric_placements._build_prob_map,_build_prob_map,478,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,compute_atmospheric_placements._sample_terrain_position,_sample_terrain_position,518,nested_function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,compute_volume_mesh_spec,compute_volume_mesh_spec,648,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/atmospheric_volumes.py,_count_by_type,_count_by_type,867,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/atmospheric_volumes.py,estimate_atmosphere_performance,estimate_atmosphere_performance,876,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/autonomous_loop.py,_cross,_cross,83,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_dot,_dot,91,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_sub,_sub,95,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_length,_length,99,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_normalize,_normalize,103,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_face_normal,_face_normal,110,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_is_degenerate,_is_degenerate,125,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_edge_key,_edge_key,141,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/autonomous_loop.py,_compute_edge_face_counts,_compute_edge_face_counts,145,function,runtime_handler,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
