File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap
veilbreakers_terrain/handlers/_terrain_noise.py,carve_river_path,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterEdgeContract,D+,C,ADD_DIRECT_TESTS,"Runtime data model used by nearby helpers, but class itself lacks direct contract tests and live surface proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNode,D+,C,ADD_DIRECT_TESTS,"Runtime data model used by nearby helpers, but class itself lacks direct contract tests and live surface proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterSegment,D+,C,ADD_DIRECT_TESTS,"Runtime data model used by nearby helpers, but class itself lacks direct contract tests and live surface proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,compute_river_width,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_compute_river_depth,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,trace_river_from_flow,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_build_sine_generated_waypoints,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_resolve_flats_epsilon,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,priority_flood_d8,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,pass_hydrology,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime-primary path with some test/caller evidence, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,register_pass_hydrology,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,pass_water_flow_speed,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime-primary path with some test/caller evidence, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,compute_flow_direction_field,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,bake_flow_direction_vertex_color,C,D+,DEPRECATE_OR_REMOVE,R12 marks test_only_or_unwired and practical scan found no accepted production caller; treat as dead/unwired.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,register_pass_water_flow_speed,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,detect_lakes,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,detect_waterfalls,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_find_high_accumulation_sources,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,compute_velocity_field,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork,D+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime model is used by environment WaterNetwork.from_heightmap paths and tests instantiate it, but no per-callable live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._alloc_node_id,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._alloc_segment_id,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._alloc_network_id,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._grid_to_world,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.from_heightmap,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._manning_discharge,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._compute_tile_contracts,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._compute_tile_contracts._cell_center,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork._compute_tile_contracts._liang_barsky_t,D+,D+,DEPRECATE_OR_REMOVE,R12 wiring scan marks orphan_candidate; no practical production runtime caller was accepted for strict audit.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_tile_contracts,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_edge_head_levels,D+,D+,DEPRECATE_OR_REMOVE,R12 wiring scan marks orphan_candidate; no practical production runtime caller was accepted for strict audit.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_velocity_field,D+,D+,DEPRECATE_OR_REMOVE,R12 wiring scan marks orphan_candidate; no practical production runtime caller was accepted for strict audit.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.validate_seam_continuity,D+,D+,DEPRECATE_OR_REMOVE,R12 wiring scan marks orphan_candidate; no practical production runtime caller was accepted for strict audit.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_tile_water_features,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.compute_strahler_orders,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.compute_shreve_orders,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.assign_strahler_orders,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.get_trunk_segments,C,D+,DEPRECATE_OR_REMOVE,R12 marks test_only_or_unwired and practical scan found no accepted production caller; treat as dead/unwired.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,WaterNetwork.to_dict._to_py,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_apply_delta_fan,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,detect_river_mouth_zones,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_build_delta_fan_direction,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,_build_confluence_foam,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,pass_river_convergence,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,register_pass_river_convergence,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,build_braided_polylines,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,validate_flow_direction_continuity,C,C,WIRE_OR_DEPRECATE,Test-only or unwired according to R12; needs production wiring or removal before any higher grade.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network.py,validate_flow_direction_continuity._sample_polyline,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,add_meander,C,C,WIRE_OR_DEPRECATE,Test-only or unwired according to R12; needs production wiring or removal before any higher grade.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,apply_bank_asymmetry,C,C,WIRE_OR_DEPRECATE,Test-only or unwired according to R12; needs production wiring or removal before any higher grade.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,solve_outflow,C,C,WIRE_OR_DEPRECATE,Test-only or unwired according to R12; needs production wiring or removal before any higher grade.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,_world_to_grid,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask._smoothstep01,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_wet_rock_mask._source_strength_at,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_foam_mask,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_mist_mask,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,_tileable_value_noise,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/_water_network_ext.py,compute_riverbed_caustics,C,C,WIRE_OR_DEPRECATE,Test-only or unwired according to R12; needs production wiring or removal before any higher grade.,"No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_water_wave_keyframes,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime-primary path with some test/caller evidence, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_water_ripple_keyframes,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/animation_environment.py,generate_waterfall_keyframes,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_resolve_water_path_points,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_smooth_river_path_points,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_generate_waterfall,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime-primary path with some test/caller evidence, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_generate_waterfall._coerce_facing_direction,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_carve_river,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap._ss,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_apply_river_profile_to_heightmap._seg_dist,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_derive_river_surface_levels,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_carve_river_banks_into_terrain,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_sanitize_waterfall_chain_id,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_resolve_waterfall_chain_id,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_infer_waterfall_functional_positions,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_publish_waterfall_functional_objects,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_ensure_water_material,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_apply_water_object_settings,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_bank_contact,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_bank_contact._safe_sample,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_resolve_river_terminal_width_scale,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Helper reachable from runtime/test paths, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._shore_factor,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._cell_flow_dir_vec,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_build_level_water_surface_from_terrain._vertex_slope,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_create_water,C+,C+,ADD_LIVE_VISUAL_GOLDEN,"Runtime-primary path with some test/caller evidence, but strict B evidence is incomplete without live visual/engine proof.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,_priority_flood_fill_basin,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_carve_water_basin,C,C,ADD_DIRECT_TESTS,"Runtime-primary path, but direct contract/behavior tests are incomplete for strict grading.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
veilbreakers_terrain/handlers/environment.py,handle_carve_water_basin._ss,C,C,ADD_DIRECT_TESTS,"Helper reachable, but direct tests and parent-surface proof are incomplete.","No attached per-callable live visual/engine proof; missing strict hydrology outputs, seam continuity, and rendered water proof."
