File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
scripts/phase_l_triple_judge.py,probe_gemini,probe_gemini,372,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,write_status,write_status,398,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,write_verdict_md,write_verdict_md,405,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,union_issues,union_issues,435,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,agreement,agreement,453,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,build_fix_prompt,build_fix_prompt,476,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,dispatch_fix,dispatch_fix,504,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,launch_blender_foreground,launch_blender_foreground,531,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,run_node,run_node,561,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/phase_l_triple_judge.py,main,main,716,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,parse_grade,parse_grade,31,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,cap_grade,cap_grade,39,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,line_map,line_map,45,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,tracked_files,tracked_files,59,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,wiring_rows,wiring_rows,73,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/regrade_verified_r10.py,main,main,165,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableDef,CallableDef,38,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableDef.qualified_name,qualified_name,46,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallSite,CallSite,51,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor,CallableVisitor,57,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor.__init__,__init__,58,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor.visit_ClassDef,visit_ClassDef,63,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor.visit_FunctionDef,visit_FunctionDef,68,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor.visit_AsyncFunctionDef,visit_AsyncFunctionDef,72,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor._record,_record,76,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,CallableVisitor._is_property,_is_property,85,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,UsageVisitor,UsageVisitor,95,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,UsageVisitor.__init__,__init__,96,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,UsageVisitor.visit_Call,visit_Call,102,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,UsageVisitor.visit_Attribute,visit_Attribute,109,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,ResolvedUsageVisitor,ResolvedUsageVisitor,114,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,ResolvedUsageVisitor.__init__,__init__,115,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,ResolvedUsageVisitor.visit_ClassDef,visit_ClassDef,129,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,ResolvedUsageVisitor.visit_Call,visit_Call,134,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,ResolvedUsageVisitor._resolve_call_target,_resolve_call_target,140,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,read_text,read_text,166,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,parse_module,parse_module,170,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,extract_constant_string,extract_constant_string,193,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,collect_defs,collect_defs,205,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,collect_usages,collect_usages,216,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,collect_resolved_usages,collect_resolved_usages,233,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,import_alias_map,import_alias_map,254,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,import_alias_map.bind_alias,bind_alias,257,nested_function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,import_module_alias_map,import_module_alias_map,283,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,extract_name,extract_name,331,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,resolve_symbol,resolve_symbol,339,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,resolve_call_target,resolve_call_target,348,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,collect_module_exports,collect_module_exports,365,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,collect_runtime_exposure,collect_runtime_exposure,386,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,load_grade_index,load_grade_index,540,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,latest_r9,latest_r9,549,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,latest_grade,latest_grade,553,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,split_sites,split_sites,575,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,sample_sites,sample_sites,586,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,classify_status,classify_status,602,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,write_csv,write_csv,631,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,write_summary,write_summary,638,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/scan_callable_wiring.py,main,main,696,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/retired_model_provider_batch_generate.py,PromptSpec,PromptSpec,337,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/retired_model_provider_batch_generate.py,PromptSpec.to_dict,to_dict,352,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/retired_model_provider_batch_generate.py,_detect_category,_detect_category,356,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
