File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/terrain_caves.py,generate_canyon_dual_exit,generate_canyon_dual_exit,1251,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_caves.py,generate_canyon_dual_exit._has_cliff_in_quadrant,_has_cliff_in_quadrant,1310,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,build_cliff_candidate_mask,build_cliff_candidate_mask,316,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,carve_cliff_system,carve_cliff_system,689,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,add_cliff_ledges,add_cliff_ledges,1102,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,build_talus_field,build_talus_field,1172,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_cliff_base_trigger_mask,_cliff_base_trigger_mask,1341,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_cliff_base_trigger_mask._dilate,_dilate,1369,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,place_talus_boulders_power_law,place_talus_boulders_power_law,1393,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_generate_cliff_overhang,_generate_cliff_overhang,1480,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_cliff_overhang_mesh_specs,_build_cliff_overhang_mesh_specs,1656,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_cliff_wall_mesh_spec,_build_cliff_wall_mesh_spec,1785,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_cliff_wall_mesh_spec._strata_offset_at,_strata_offset_at,1970,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_cliff_wall_mesh_spec._crack_groove_at,_crack_groove_at,2013,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,_build_cliff_wall_mesh_spec._fbm_normal_perturb,_fbm_normal_perturb,2038,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,insert_hero_cliff_meshes,insert_hero_cliff_meshes,2234,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_cliffs.py,validate_cliff_readability,validate_cliff_readability,2423,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_features.py,generate_canyon,generate_canyon,179,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/terrain_features.py,generate_canyon._wall_verts_for_side,_wall_verts_for_side,417,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_features.py,generate_canyon._wall_face_mat,_wall_face_mat,471,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_features.py,generate_cliff_face,generate_cliff_face,1245,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/terrain_features.py,generate_cliff_face._crack_displacement,_crack_displacement,1358,nested_function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_masks.py,extract_ridge_mask,extract_ridge_mask,107,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_materials_ext.py,validate_cliff_silhouette_area,validate_cliff_silhouette_area,269,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_materials_ext.py,validate_cliff_silhouette_shape,validate_cliff_silhouette_shape,334,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_math.py,talus_height_units,talus_height_units,26,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/terrain_morphology.py,_ridge_params,_ridge_params,55,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_morphology.py,_canyon_params,_canyon_params,59,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_readability_semantic.py,check_cliff_silhouette_readability,check_cliff_silhouette_readability,33,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_twelve_step.py,_apply_canyon_river_carves_stub,_apply_canyon_river_carves_stub,130,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_twelve_step.py,_detect_cliff_edges_stub,_detect_cliff_edges_stub,260,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/terrain_validation.py,validate_cliff_screen_coverage,validate_cliff_screen_coverage,844,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/terrain_validation.py,check_cliff_silhouette_readability,check_cliff_silhouette_readability,960,function,runtime_handler,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/procedural_meshes.py,generate_spine_ridge_mesh,generate_spine_ridge_mesh,13015,function,runtime_other,cliffs,HOUDINI_ERODE|GAEA_EROSION2|INFINIGEN,"Generate cliff faces with strata/fracture/talus/outcrop masks; avoid heightmap-only vertical smearing; prove silhouette, scale, projection/triplanar materials, and foothill transitions in rendered goldens.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof.
