File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/_terrain_depth.py,_fbm_noise2._bilinear_noise,_bilinear_noise,117,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,ErosionMasks,ErosionMasks,40,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_erosion.py,ThermalErosionMasks,ThermalErosionMasks,61,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_erosion.py,ErosionConfig,ErosionConfig,96,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_erosion.py,AnalyticalErosionResult,AnalyticalErosionResult,164,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_erosion.py,apply_hydraulic_erosion_masks,apply_hydraulic_erosion_masks,208,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,apply_hydraulic_erosion,apply_hydraulic_erosion,534,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,_deposit,_deposit,573,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,_erode_brush,_erode_brush,586,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,apply_thermal_erosion_masks,apply_thermal_erosion_masks,692,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_erosion.py,apply_thermal_erosion,apply_thermal_erosion,839,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_build_permutation_table,_build_permutation_table,72,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_perlin_noise2_array,_perlin_noise2_array,85,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_PermTableNoise,_PermTableNoise,146,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,_PermTableNoise.noise2,noise2,157,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_PermTableNoise.noise2_array,noise2_array,163,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_PermTableNoise.noise3,noise3,167,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_make_noise_generator,_make_noise_generator,195,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper,_OpenSimplexWrapper,206,class,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise2,noise2,239,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise3,noise3,248,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise4,noise4,258,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise2_array,noise2_array,293,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise3_array,noise3_array,311,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise4_array,noise4_array,362,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,D+,WIRE_OR_DEPRECATE,orphan_candidate,Wiring scan marks this as orphan_candidate. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,opensimplex2s_noise2,opensimplex2s_noise2,424,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,opensimplex2s_noise2_array,opensimplex2s_noise2_array,448,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,_noise_with_gradient,_noise_with_gradient,493,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,fbm_iq,fbm_iq,510,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,phacelle_noise_simple,phacelle_noise_simple,569,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_terrain_noise.py,phacelle_noise_simple._hash_float,_hash_float,601,nested_function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_hash2_scalar,_hash2_scalar,647,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,_smoothstep,_smoothstep,661,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_terrain_noise.py,voronoise,voronoise,669,function,runtime_handler,terrain_shape,HOUDINI_ERODE|GAEA_EROSION2|WORLDENGINE|FASTNOISELITE|FROSTBITE_TERRAIN,Use deterministic seeded coherent noise with macro/meso/micro layers; drive mountains/hills/flats/cliffs from explicit terrain family controls; apply multi-scale erosion/deposition masks; verify tiled seams and rendered landform readability.,C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof.
