File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/handlers/blender_capability_bridge.py,geometry_nodes_add_node,geometry_nodes_add_node,592,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/blender_capability_bridge.py,geometry_nodes_link_sockets,geometry_nodes_link_sockets,619,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/blender_capability_bridge.py,geometry_nodes_assign_to_object,geometry_nodes_assign_to_object,662,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/blender_capability_bridge.py,geometry_nodes_dump,geometry_nodes_dump,687,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/blender_capability_bridge.py,addon_enable,addon_enable,729,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/blender_capability_bridge.py,addon_disable,addon_disable,745,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,runtime_primary,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/environment.py,_execute_terrain_pipeline,_execute_terrain_pipeline,2754,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/environment.py,_execute_terrain_pipeline._to_bbox,_to_bbox,2805,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_cross,_cross,90,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_sub,_sub,101,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_dot,_dot,108,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_normalize,_normalize,115,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_face_normal,_face_normal,123,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,compute_silhouette_importance,compute_silhouette_importance,143,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/lod_pipeline.py,compute_region_importance,compute_region_importance,273,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/lod_pipeline.py,_compute_quadric,_compute_quadric,352,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_qem_optimal_position,_qem_optimal_position,398,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_edge_collapse_cost_qem,_edge_collapse_cost_qem,437,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_edge_collapse_cost,_edge_collapse_cost,475,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,decimate_preserving_silhouette,decimate_preserving_silhouette,540,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/lod_pipeline.py,decimate_preserving_silhouette.find_root,find_root,633,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,generate_collision_mesh,generate_collision_mesh,739,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing."
veilbreakers_terrain/handlers/lod_pipeline.py,compute_collision_aabb,compute_collision_aabb,943,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven.
veilbreakers_terrain/handlers/lod_pipeline.py,_generate_billboard_quad,_generate_billboard_quad,997,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_generate_billboard_quad_spec,_generate_billboard_quad_spec,1079,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_generate_billboard_quad_spec._alpha,_alpha,1119,nested_function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,_auto_detect_regions,_auto_detect_regions,1169,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,generate_lod_chain,generate_lod_chain,1352,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
veilbreakers_terrain/handlers/lod_pipeline.py,SceneBudgetValidator,SceneBudgetValidator,1502,class,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/lod_pipeline.py,SceneBudgetValidator.validate,validate,1516,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof."
veilbreakers_terrain/handlers/lod_pipeline.py,SceneBudgetValidator.validate_all_scopes,validate_all_scopes,1590,method,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof.
veilbreakers_terrain/handlers/lod_pipeline.py,handle_generate_lods,handle_generate_lods,1613,function,runtime_handler,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Expose deterministic command/pass contracts with clear errors, no silent fallbacks, dispatch tests, and designer iteration surfaces comparable to PCG graph tools.",C+,REVIEW_FOR_B,runtime_primary,"Runtime/test evidence exists, but strict AAA evidence is incomplete."
