File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
scripts/build_scene_v3.py,add_grass,add_grass,1061,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,detect_category,detect_category,136,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,resolve_asset_id,resolve_asset_id,153,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,build_job,build_job,172,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,extract_if_zip,extract_if_zip,211,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,load_catalog,load_catalog,231,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,write_catalog,write_catalog,244,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,register_asset,register_asset,252,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_read_synthetic_mesh,_read_synthetic_mesh,271,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_write_synthetic_mesh,_write_synthetic_mesh,280,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_stride_decimate,_stride_decimate,290,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_bbox,_bbox,323,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,run_synthetic_ingest,run_synthetic_ingest,338,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,run_blender_ingest,run_blender_ingest,574,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,ingest,ingest,624,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_default_blender,_default_blender,659,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,_parse_args,_parse_args,669,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
scripts/ingest_retired_model_provider_asset.py,main,main,698,function,script,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Product terrain domain lacks attached live visual golden/render proof. Script/tooling callable is capped without CI gate integration.
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample,poisson_disk_sample,34,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._density_at,_density_at,107,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._grid_idx,_grid_idx,136,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,poisson_disk_sample._is_valid,_is_valid,143,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,lloyd_relax_points,lloyd_relax_points,212,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,context_scatter,context_scatter,587,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,context_scatter._map_sample,_map_sample,734,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,_weighted_choice,_weighted_choice,856,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,generate_breakable_variants,generate_breakable_variants,936,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,_build_geometry_op,_build_geometry_op,1006,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,_generate_fragments,_generate_fragments,1020,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,_generate_debris,_generate_debris,1067,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,generate_sinkhole,generate_sinkhole,1516,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,generate_floating_rocks,generate_floating_rocks,1621,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/_scatter_engine.py,generate_ice_formation,generate_ice_formation,1727,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C+,ADD_LIVE_VISUAL_GOLDEN,helper_reachable,"Runtime/test evidence exists, but strict AAA evidence is incomplete. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/_scatter_engine.py,generate_lava_flow,generate_lava_flow,1819,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,WIRE_OR_DEPRECATE,test_only_or_unwired,Wiring scan status is test_only_or_unwired; production path is not proven. Product terrain domain lacks attached live visual golden/render proof.
veilbreakers_terrain/handlers/environment.py,_sanitize_scatter_scale_range,_sanitize_scatter_scale_range,842,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment.py,_infer_retired_model_provider_asset_class,_infer_retired_model_provider_asset_class,860,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_require_bpy,_require_bpy,41,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_assign_scatter_material,_assign_scatter_material,167,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_vegetation_rotation,_vegetation_rotation,310,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_prop_rotation,_prop_rotation,316,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_height_sampler,_terrain_height_sampler,322,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_terrain_height_sampler._sample,_sample,358,nested_function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_world_to_terrain_uv,_world_to_terrain_uv,377,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
veilbreakers_terrain/handlers/environment_scatter.py,_sample_heightmap_surface_world,_sample_heightmap_surface_world,400,function,runtime_handler,scatter_foliage,UE_PCG|INFINIGEN|FROSTBITE_TERRAIN,"Use species catalogs, density falloffs, forest core/edge/sparse bands, slope/moisture/altitude constraints, LOD/instancing/export budgets, and rendered grass/tree variety proof.",C,ADD_DIRECT_TESTS,helper_reachable,"Runtime path exists, but direct test evidence is missing. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Product terrain domain lacks attached live visual golden/render proof."
