File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
scripts/build_aaa_node_v1.py,_surface_slope_deg,_surface_slope_deg,767,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_apply_marketing_rotations,_apply_marketing_rotations,817,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_apply_auto_smooth_to_rocks,_apply_auto_smooth_to_rocks,867,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_add_signature_camera,_add_signature_camera,891,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_write_showcase_md,_write_showcase_md,1149,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_setup_lighting,_setup_lighting,1431,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,_setup_cameras,_setup_cameras,1454,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,run_validators,run_validators,1487,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,save_blend,save_blend,1652,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v1.py,main,main,1666,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,log,log,65,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,log_fail,log_fail,70,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,sample_h,sample_h,194,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,build_scene,build_scene,212,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,_build_terrain_mesh,_build_terrain_mesh,246,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,_setup_lighting,_setup_lighting,471,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,_setup_cameras,_setup_cameras,491,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,_add_signature_camera_v2,_add_signature_camera_v2,523,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,save_blend,save_blend,584,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,write_showcase_md,write_showcase_md,595,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_aaa_node_v2.py,main,main,652,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_feature_callouts.py,_args_after_dashdash,_args_after_dashdash,19,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_feature_callouts.py,run,run,26,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,CallableDef,CallableDef,38,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,CallableDef.qualified_name,qualified_name,46,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,CallableDef.key,key,50,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,CallEdge,CallEdge,55,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,read_text,read_text,64,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,parse_module,parse_module,68,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,tracked_python_files,tracked_python_files,72,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,normalize_function_name,normalize_function_name,95,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,extract_constant_string,extract_constant_string,128,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,extract_name,extract_name,140,function,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor,DefVisitor,148,class,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor.__init__,__init__,149,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor.visit_ClassDef,visit_ClassDef,155,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor.visit_FunctionDef,visit_FunctionDef,160,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor.visit_AsyncFunctionDef,visit_AsyncFunctionDef,163,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor._enter_function,_enter_function,166,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
scripts/build_master_callable_audit.py,DefVisitor._record,_record,174,method,script,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven. Structural/helper callable: cannot exceed C+ without direct contract tests and parent-surface proof. Script/tooling callable is capped without CI gate integration.
