File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap
veilbreakers_terrain/handlers/_terrain_noise.py,_make_noise_generator,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper,D+,C,ADD_DIRECT_TESTS,"Runtime data/helper surface is used by parent code, but row-level direct contract tests and live proof are incomplete.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise2,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise3,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise4,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise2_array,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise3_array,D+,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_OpenSimplexWrapper.noise4_array,D+,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,opensimplex2s_noise2,C,D+,DEPRECATE_OR_REMOVE,No proven production runtime path beyond tests/audit references; treat as dead until wired.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,opensimplex2s_noise2_array,C,D+,DEPRECATE_OR_REMOVE,No proven production runtime path beyond tests/audit references; treat as dead until wired.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_noise_with_gradient,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,fbm_iq,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,phacelle_noise_simple,C,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,phacelle_noise_simple._hash_float,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_hash2_scalar,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_smoothstep,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,voronoise,C,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,domain_warp_fbm,C,D+,DEPRECATE_OR_REMOVE,No proven production runtime path beyond tests/audit references; treat as dead until wired.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_cellular_f1_f2,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,cellular_smin,C,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_apply_geological_constraints,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,generate_heightmap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_apply_terrain_preset,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_theoretical_max_amplitude,C+,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_compute_slope_gradient,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,compute_slope_map_radians,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,compute_slope_map_degrees,C,D+,DEPRECATE_OR_REMOVE,No proven production runtime path beyond tests/audit references; treat as dead until wired.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_neighbors,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_fill_8connected_gaps,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_legacy_astar,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_legacy_astar.heuristic,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_catmull_rom_segment,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,_duplicate_sharp_corners,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,hydraulic_erosion,C,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,ridged_multifractal,C,D+,DEPRECATE_OR_REMOVE,No proven production runtime path beyond tests/audit references; treat as dead until wired.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,ridged_multifractal_array,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,domain_warp,D+,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,domain_warp_array,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,generate_heightmap_ridged,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_noise.py,generate_heightmap_with_noise_type,C,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,_sample_single_height,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,sample_world_height,C,C,ADD_DIRECT_TESTS,"Public utility/orchestration tests exist, but production/pass wiring and live proof remain weak or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,generate_world_heightmap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,extract_tile,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,erode_world_heightmap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,world_region_dimensions,D+,D+,DEPRECATE_OR_REMOVE,"Dead, orphaned, duplicate, or test-only surface; references are audit/legacy-only or superseded by canonical runtime code.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,_terrain_type_from_intent,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,_apply_post_height_seams,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_generate_low_freq_hmap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_generate_high_freq_detail,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_composite_hmap,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,_region_slice,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,_protected_mask,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_macro_world,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_structural_masks,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_erosion,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Default runtime pass/handler is reachable and tested; no live visual/engine golden proof.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/_terrain_world.py,pass_validation_minimal,C,C,ADD_DIRECT_TESTS,"Runtime pass/handler is reachable, but direct contract assertions are still below strict bar.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/coastline.py,_hash_noise,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/coastline.py,_hash_noise._corner,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/coastline.py,_fbm_noise,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/coastline.py,apply_coastal_erosion,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_object_world_xyz,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_run_height_solver_in_world_space,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_resolve_noise_sampling_scale,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_enhance_heightmap_relief,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_temper_heightmap_spikes,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_export_heightmap_raw,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_export_world_tile_artifacts,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_resolve_height_range,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_resolve_export_height_range,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_terrain_grid_to_world_xy,C+,C+,ADD_LIVE_VISUAL_GOLDEN,Reachable helper with some tests/parent proof; lacks live visual/engine evidence.,"No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_estimate_tile_height_range,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
veilbreakers_terrain/handlers/environment.py,_create_terrain_mesh_from_heightmap,C,C,ADD_DIRECT_TESTS,"Reachable helper path exists, but direct row-level behavior tests are missing or indirect.","No live terrain-shape proof for seeded macro/meso/micro controls, erosion/deposition masks, seam continuity, and landform readability."
