File,Callable,SimpleName,Line,Kind,Grade,GradeMatchStatus,GradeMatchMode,DomainTags,IsToolOrBlenderCallable,WiringStatus,RuntimeExposure,NonTestCallCount,EvidenceTypes,EvidenceScore,EvidenceFiles,RiskLevel,FalseGradeFlag,RequiredNextEvidence
_biome_grammar.py,apply_hot_spring_features,apply_hot_spring_features,1199,function,B+,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,direct_test_covered,none,0,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,production_caller_or_scope_exemption
_biome_grammar.py,apply_reef_platform,apply_reef_platform,1356,function,A,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,direct_test_covered,none,0,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,production_caller_or_scope_exemption
_biome_grammar.py,apply_tafoni_weathering,apply_tafoni_weathering,1540,function,A,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,
_biome_grammar.py,apply_geological_folds,apply_geological_folds,1807,function,A,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,direct_test_covered,none,0,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,production_caller_or_scope_exemption
_biome_grammar.py,_apply_forest_debris,_apply_forest_debris,1967,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_root_network,_apply_root_network,1993,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_swamp_muck,_apply_swamp_muck,2027,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_toxic_tendrils,_apply_toxic_tendrils,2052,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_scree_fields,_apply_scree_fields,2083,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_frost_crack_network,_apply_frost_crack_network,2108,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_sand_ripples,_apply_sand_ripples,2139,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_grass_tufts,_apply_grass_tufts,2160,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_wildflower_scatter,_apply_wildflower_scatter,2185,function,B,GRADED,file_qualified,blender_tool;water;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_tide_pool_pocking,_apply_tide_pool_pocking,2210,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_beach_strand_lines,_apply_beach_strand_lines,2235,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_grave_markers,_apply_grave_markers,2257,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_bone_fragments,_apply_bone_fragments,2282,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_battlefield_craters,_apply_battlefield_craters,2307,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_weapon_debris,_apply_weapon_debris,2335,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_fortress_rubble,_apply_fortress_rubble,2360,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_cracked_stone_paving,_apply_cracked_stone_paving,2385,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_crumbling_wall_stumps,_apply_crumbling_wall_stumps,2410,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_overgrown_paths,_apply_overgrown_paths,2441,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_void_fissures,_apply_void_fissures,2469,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_void_crystal_spires,_apply_void_crystal_spires,2500,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_mycelium_humps,_apply_mycelium_humps,2526,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_spore_cap_clusters,_apply_spore_cap_clusters,2551,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_crystal_formations,_apply_crystal_formations,2576,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_cave_drip_basins,_apply_cave_drip_basins,2601,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_deep_forest_moss_carpet,_apply_deep_forest_moss_carpet,2626,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_apply_ancient_root_buttresses,_apply_ancient_root_buttresses,2650,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,_dispatch_biome_surface_features,_dispatch_biome_surface_features,2749,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,helper_reachable,none,1,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,
_biome_grammar.py,pass_biome_surface_features,pass_biome_surface_features,2790,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,runtime_primary,"default_pass,module_registrar",0,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_biome_grammar.py,register_biome_surface_features_pass,register_biome_surface_features_pass,2876,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology;pipeline_wiring,True,runtime_primary,default_registrar,1,module_test;live_probe,5,veilbreakers_terrain/tests/test_b15_p0_02_biome_canonical_invariant.py;veilbreakers_terrain/tests/test_biome_grammar.py;veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_terrain_features_phase14.py,LOW,False,direct_behavior_test
_bridge_mesh.py,_resolved_bridge_style,_resolved_bridge_style,21,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,2,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_bridge_material_slots,_bridge_material_slots,36,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,1,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_bridge_profile,_bridge_profile,63,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,2,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_polyline_length,_polyline_length,104,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,4,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py;veilbreakers_terrain/tests/test_water_network_upgrade.py,LOW,False,
_bridge_mesh.py,_resample_centerline,_resample_centerline,108,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,1,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_frame_at,_frame_at,127,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,15,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_oriented_box,_oriented_box,146,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,16,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_append_part,_append_part,182,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,16,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_append_swept_rail,_append_swept_rail,193,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,2,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_append_swept_tube,_append_swept_tube,239,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,3,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_generate_swept_centerline_bridge_mesh,_generate_swept_centerline_bridge_mesh,268,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,2,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,
_bridge_mesh.py,_generate_straight_bridge_mesh,_generate_straight_bridge_mesh,850,function,D+,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,1,module_test;live_probe,5,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py,LOW,False,direct_behavior_test;material_texture_contract_test
_bridge_mesh.py,generate_terrain_bridge_mesh,generate_terrain_bridge_mesh,908,function,A-,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;pipeline_wiring,True,helper_reachable,none,3,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_callable_evidence_bridge_vegetation.py;veilbreakers_terrain/tests/test_terrain_depth.py,LOW,False,
_mesh_bridge.py,_lsystem_tree_generator,_lsystem_tree_generator,220,function,B+,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology,True,helper_reachable,none,0,module_test;live_probe,6,veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_environment_scatter_handlers.py;veilbreakers_terrain/tests/test_mesh_bridge_lod_helpers.py,LOW,False,direct_behavior_test
_mesh_bridge.py,get_material_for_category,get_material_for_category,528,function,A,GRADED,file_qualified,blender_tool;materials_texturing;geometry_mesh;scatter_ecology,True,direct_test_covered,none,0,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_environment_scatter_handlers.py;veilbreakers_terrain/tests/test_mesh_bridge_lod_helpers.py,LOW,False,production_caller_or_scope_exemption
_mesh_bridge.py,_face_normal,_face_normal,545,function,A,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology,True,helper_reachable,none,7,direct_test;module_test;live_probe,10,veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_environment_scatter_handlers.py;veilbreakers_terrain/tests/test_lod_material_live_readiness.py;veilbreakers_terrain/tests/test_mesh_bridge_lod_helpers.py,LOW,False,
_mesh_bridge.py,_dot3,_dot3,564,function,B,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology,True,helper_reachable,none,1,module_test;live_probe,5,veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_environment_scatter_handlers.py;veilbreakers_terrain/tests/test_mesh_bridge_lod_helpers.py,LOW,False,direct_behavior_test
_mesh_bridge.py,post_boolean_cleanup,post_boolean_cleanup,568,function,B-,GRADED,file_qualified,blender_tool;geometry_mesh;scatter_ecology,True,direct_test_covered,none,0,direct_test;module_test;live_probe,9,veilbreakers_terrain/tests/test_callable_orphan_contracts.py;veilbreakers_terrain/tests/test_environment_scatter_handlers.py;veilbreakers_terrain/tests/test_mesh_bridge_lod_helpers.py,LOW,False,production_caller_or_scope_exemption
