File,Qualified Name,Function,Line,Kind,Scope,R13 Batch,R12 Domain,R12 Strict Grade,R12 Remediation,Wiring Status,R13 Manual Grade,R13 Manual Action,R13 Evidence,R13 Best Practice Gap,R13 Reviewer
scripts/batch_ingest_retired_model_provider_downloads.py,_is_supported,_is_supported,53,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_matches_include,_matches_include,64,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,discover_candidates,discover_candidates,73,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_load_ledger,_load_ledger,98,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_save_ledger,_save_ledger,111,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_file_fingerprint,_file_fingerprint,120,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,run_batch,run_batch,131,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_default_downloads,_default_downloads,194,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,_parse_args,_parse_args,206,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/batch_ingest_retired_model_provider_downloads.py,main,main,234,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v1.py,log_fail,log_fail,54,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,log,log,65,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,sample_h,sample_h,275,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,try_exercise_handlers,try_exercise_handlers,302,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,build_blender_scene,build_blender_scene,357,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_build_terrain_mesh,_build_terrain_mesh,436,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_carve_cave,_carve_cave,470,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_surface_normal,_surface_normal,751,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_surface_slope_deg,_surface_slope_deg,767,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_apply_marketing_rotations,_apply_marketing_rotations,817,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_apply_auto_smooth_to_rocks,_apply_auto_smooth_to_rocks,867,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_add_signature_camera,_add_signature_camera,891,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_write_showcase_md,_write_showcase_md,1149,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_setup_lighting,_setup_lighting,1431,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,_setup_cameras,_setup_cameras,1454,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,run_validators,run_validators,1487,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,save_blend,save_blend,1652,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v1.py,main,main,1666,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",Codex local manual review
scripts/build_aaa_node_v2.py,log,log,65,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,log_fail,log_fail,70,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,sample_h,sample_h,194,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,build_scene,build_scene,212,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,_build_terrain_mesh,_build_terrain_mesh,246,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,_setup_lighting,_setup_lighting,471,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,_setup_cameras,_setup_cameras,491,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,_add_signature_camera_v2,_add_signature_camera_v2,523,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,save_blend,save_blend,584,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,write_showcase_md,write_showcase_md,595,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_aaa_node_v2.py,main,main,652,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_feature_callouts.py,_args_after_dashdash,_args_after_dashdash,19,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_feature_callouts.py,run,run,26,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,CallableDef,CallableDef,38,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,CallableDef.qualified_name,qualified_name,46,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,CallableDef.key,key,50,method,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,CallEdge,CallEdge,55,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,read_text,read_text,64,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,parse_module,parse_module,68,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,tracked_python_files,tracked_python_files,72,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,normalize_function_name,normalize_function_name,95,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,extract_constant_string,extract_constant_string,128,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,extract_name,extract_name,140,function,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
scripts/build_master_callable_audit.py,DefVisitor,DefVisitor,148,class,script,R13_batch_generic_script_01.csv,generic,D+,WIRE_OR_DEPRECATE,missing_wiring_row,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",Codex local manual review
