Review Source,File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap,Output Proof Present,Strict AAA Output Grade,Strict AAA Output Gate
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_matches_include,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,discover_candidates,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_load_ledger,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_save_ledger,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_file_fingerprint,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,run_batch,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_default_downloads,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,_parse_args,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/batch_ingest_tripo_downloads.py,main,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,log_fail,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,log,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,sample_h,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,try_exercise_handlers,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,build_blender_scene,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_build_terrain_mesh,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_carve_cave,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_surface_normal,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_surface_slope_deg,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_apply_marketing_rotations,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_apply_auto_smooth_to_rocks,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_add_signature_camera,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_write_showcase_md,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_setup_lighting,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,_setup_cameras,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,run_validators,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,save_blend,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v1.py,main,D+,C,ADD_LIVE_BLENDER_GOLDEN_ARTIFACTS,"Manual script classification: scene/node build tooling can produce assets, but the callable row has no live Blender golden screenshot or node-graph regression proof attached.","B requires deterministic scene artifacts, camera captures, and node-graph diff checks tied to CI or a reproducible validation run.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,log,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,log_fail,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,sample_h,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,build_scene,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,_build_terrain_mesh,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,_setup_lighting,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,_setup_cameras,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,_add_signature_camera_v2,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,save_blend,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,write_showcase_md,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_aaa_node_v2.py,main,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_feature_callouts.py,_args_after_dashdash,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_feature_callouts.py,run,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallableDef,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallableDef.qualified_name,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallableDef.key,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallEdge,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,read_text,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,parse_module,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,tracked_python_files,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,normalize_function_name,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,extract_constant_string,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,extract_name,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor.__init__,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor.visit_ClassDef,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor.visit_FunctionDef,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor.visit_AsyncFunctionDef,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor._enter_function,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor._record,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,DefVisitor._is_property,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallGraphVisitor,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallGraphVisitor.__init__,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
local_generic_script_other,scripts/build_master_callable_audit.py,CallGraphVisitor.visit_ClassDef,D+,C,KEEP_AS_TOOLING_ADD_CI_GATE_OR_DEPRECATE,"Manual script classification: audit/build helper, not runtime terrain generation. These callables should be graded as tooling unless wired into a required verification command.","B requires a maintained CI/runbook entry, deterministic output schema, and tests for stale audit rows or command failure modes.",No,C,BELOW_B_REMEDIATION_REQUIRED
