File,Qualified Name,Function,Line,Kind,Scope,R11 Domain,Research Refs,R11 Required AAA Evidence,R11 Grade,R11 B-Floor Grade,R11 Remediation Category,R11 Confidence,R11 Findings
scripts/batch_ingest_retired_model_provider_downloads.py,_is_supported,_is_supported,53,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,_matches_include,_matches_include,64,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,discover_candidates,discover_candidates,73,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/batch_ingest_retired_model_provider_downloads.py,_ledger_path,_ledger_path,94,function,script,roads_paths,UE_PCG|HOUDINI_HEIGHTFIELDS,"Terrain deformation, shoulders, drainage, worn material blending, spline/path authoring, biome-aware side dressing, rendered proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG|HOUDINI_HEIGHTFIELDS: Terrain deformation, shoulders, drainage, worn material blending, spline/path authoring, biome-aware side dressing, rendered proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/batch_ingest_retired_model_provider_downloads.py,_load_ledger,_load_ledger,98,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,_save_ledger,_save_ledger,111,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,_file_fingerprint,_file_fingerprint,120,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,run_batch,run_batch,131,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/batch_ingest_retired_model_provider_downloads.py,_default_downloads,_default_downloads,194,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,_parse_args,_parse_args,206,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/batch_ingest_retired_model_provider_downloads.py,main,main,234,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/blender_capability_smoke_test.py,main,main,18,function,script,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Graph/tool exposure, deterministic callable contracts, runtime wiring, clear failure modes, designer iteration path.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG|FROSTBITE_TERRAIN: Graph/tool exposure, deterministic callable contracts, runtime wiring, clear failure modes, designer iteration path. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/blender_capability_smoke_test.py,main.run,run,26,nested_function,script,tooling_wiring,UE_PCG|FROSTBITE_TERRAIN,"Graph/tool exposure, deterministic callable contracts, runtime wiring, clear failure modes, designer iteration path.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG|FROSTBITE_TERRAIN: Graph/tool exposure, deterministic callable contracts, runtime wiring, clear failure modes, designer iteration path. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,log_fail,log_fail,54,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,log,log,65,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,compose_heightmap,compose_heightmap,101,function,script,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,compose_heightmap.fbm,fbm,139,nested_function,script,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,compose_heightmap.carve_river,carve_river,193,nested_function,script,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,sample_h,sample_h,275,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,try_exercise_handlers,try_exercise_handlers,302,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,build_blender_scene,build_blender_scene,357,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,_build_terrain_mesh,_build_terrain_mesh,436,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_carve_cave,_carve_cave,470,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_build_water_surfaces,_build_water_surfaces,595,function,script,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,_build_waterfall_preview,_build_waterfall_preview,710,function,script,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,_surface_normal,_surface_normal,751,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_surface_slope_deg,_surface_slope_deg,767,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_validate_no_floating_props,_validate_no_floating_props,773,function,script,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_apply_marketing_rotations,_apply_marketing_rotations,817,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_apply_auto_smooth_to_rocks,_apply_auto_smooth_to_rocks,867,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_add_signature_camera,_add_signature_camera,891,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_render_signature_shot,_render_signature_shot,912,function,script,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_render_turnaround,_render_turnaround,968,function,script,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_render_feature_callouts,_render_feature_callouts,1053,function,script,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_write_showcase_md,_write_showcase_md,1149,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_scatter_foliage,_scatter_foliage,1215,function,script,scatter_foliage,UE_PCG|HOUDINI_HEIGHTFIELDS|FROSTBITE_TERRAIN,"Ecological density falloffs, forest core/edge/sparse bands, asset LODs, batching/streaming, slope/moisture constraints, visual proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG|HOUDINI_HEIGHTFIELDS|FROSTBITE_TERRAIN: Ecological density falloffs, forest core/edge/sparse bands, asset LODs, batching/streaming, slope/moisture constraints, visual proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,_assign_terrain_material,_assign_terrain_material,1346,function,script,materials,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|FROSTBITE_TERRAIN,"8-12+ layered PBR terrain stack, triplanar/height blends, macro variation, wetness/sediment integration, engine import/render proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|FROSTBITE_TERRAIN: 8-12+ layered PBR terrain stack, triplanar/height blends, macro variation, wetness/sediment integration, engine import/render proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,_assign_water_material,_assign_water_material,1396,function,script,water,HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS,"Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_ERODE|GAEA_EROSION|HOUDINI_HEIGHTFIELDS: Carved bed before surface, banks, shelves, spillways, held basins, wet material borders, flow/debris/sediment channels, seam proof. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
scripts/build_aaa_node_v1.py,_setup_lighting,_setup_lighting,1431,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,_setup_cameras,_setup_cameras,1454,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Structural support callable: live quality is proven through its parent runtime surface, not as an independent terrain feature."
scripts/build_aaa_node_v1.py,run_validators,run_validators,1487,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,render_angles,render_angles,1609,function,script,validation_visual,FROSTBITE_TERRAIN|UE_PCG,"Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against FROSTBITE_TERRAIN|UE_PCG: Golden rendered terrain families, adjacent-tile seam proof, engine import gates, pixel/readability metrics. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,save_blend,save_blend,1652,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v1.py,main,main,1666,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v2.py,log,log,65,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v2.py,log_fail,log_fail,70,function,script,generic,UE_PCG,"Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against UE_PCG: Runtime relevance, tests, deterministic behavior, and clear integration into terrain/world generation. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate."
scripts/build_aaa_node_v2.py,compose_heightmap,compose_heightmap,84,function,script,terrain_shape,HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN,"Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens.",B,B,MEETS_B_FLOOR,medium,"Benchmarked against HOUDINI_HEIGHTFIELDS|GAEA_TERRAINS|GAEA_EROSION|FROSTBITE_TERRAIN: Layered macro/meso/micro landforms, art-directed masks, erosion/deposition, cliff/foothill/flatland family controls, tiled visual goldens. Script callable: useful tooling, but not runtime terrain quality unless wired into a required gate. Visual/live-output grade ceiling applied: no required dark-medieval open-world golden render evidence."
