file,line,kind,callable,simple_name,grade_match_status,match_mode,current_grade,r9_consensus,final_grade,aaa_equivalent,weakness,upgrade
_scatter_engine.py,1169,function,cluster_density_map,cluster_density_map,GRADED,file_qualified,B-,,B-,Vegetation/scatter spatial distribution primitive,Needs production-path wiring evidence from terrain scatter pass before higher grade.,Connect production scatter path evidence and add collision/exclusion integration test.
_scatter_engine.py,1235,function,edge_scatter,edge_scatter,GRADED,file_qualified,B-,,B-,Vegetation/scatter spatial distribution primitive,Needs production-path wiring evidence from terrain scatter pass before higher grade.,Connect production scatter path evidence and add collision/exclusion integration test.
_scatter_engine.py,1297,function,apply_collision_exclusion,apply_collision_exclusion,GRADED,file_qualified,B-,,B-,Vegetation/scatter spatial distribution primitive,Needs production-path wiring evidence from terrain scatter pass before higher grade.,Connect production scatter path evidence and add collision/exclusion integration test.
_terrain_depth.py,55,function,_fbm_noise2,_fbm_noise2,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: canonical IQ accumulation v += amp*noise; amp *= gain with geometric-sum normalization |v|<=1; Weyl golden-ratio per-octave seed offset; 7 tests including FFT PSD peak-doubling verification,A,Terrain-depth fBm noise helper,Fallback implementation is deterministic but formula quality is weaker than canonical terrain noise stack.,Route depth deformation through canonical noise helpers when refactoring.
_terrain_depth.py,149,function,generate_cliff_face_mesh,generate_cliff_face_mesh,GRADED,file_qualified,A,A|2026-04-19: upgraded C -> 8x8 grid minimum 3-5 strata bands 4-8 Perlin erosion grooves 0.02-0.1m UV triplanar XZ face planar XY top,A,Megascans cliff scans / Quixel rock kit / Gaea Rock node,"Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.; R5: `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin).","Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base."
_terrain_depth.py,324,function,generate_cave_entrance_mesh,generate_cave_entrance_mesh,GRADED,file_qualified,A,"A|2026-04-19: upgraded B -> Gothic pointed arch two-centred parametric R=half_w d=R*0.414 Dreybrodt 1988 stalactite lengths U[0.1,0.8]m",A,UE5 Nanite cave kit / Skyrim cave entrance module,"Symmetric semicircular arch, uniform extrusion — no irregular mouth shape, no stalactites/lintel erosion, no interior branching.; R5: Tunnel is straight along -Y for `depth` meters. No bend, no taper. Looks like a culvert pipe, not a cave entrance.","Randomize arch shape (non-semicircle), vary ring profile along depth, add debris apron + rock framing."
_terrain_depth.py,569,function,generate_biome_transition_mesh,generate_biome_transition_mesh,GRADED,file_qualified,A,A|2026-04-19: upgraded B -> marching-squares SDF zero-crossing Perlin domain warp sigma=5m UV rotation aligned to boundary tangent,A,UE Landscape layer blend / Witcher 3 biome transition,"Flat plane with trivial Gaussian bumps. Blend is linear across x. No actual biome-specific geometry (roots, moss hummocks, puddles).; R5: Plane is flat in Z (Gaussian noise * sin modulation, lines 273-276). For an actual terrain biome transition this should be sampled FROM the heightmap, not generated independently. Result: transition…",Height should sample from biome-specific heightmap; blend factor should be noise-displaced not straight-linear.
_terrain_depth.py,823,function,generate_waterfall_mesh,generate_waterfall_mesh,GRADED,file_qualified,A-,"A-|2026-04-20: upgraded C+ -> volumetric curtain front+back+caps gravity-bow top-edge breakup noise vertex-colors foam/mist alpha gradient V-scroll UVs foam-splash skirt geometry pool radial UVs vertex_colors+uv_layers in return spec|A|2026-04-20: Wave-10 AAA deep-dive -- per-vertex RGBA contract: R=flow_speed, G=turbulence, B=foam_alpha, A=mist_factor",A,Horizon Forbidden West waterfall / RDR2 volumetric cascade,"Curtain is a flat-ish two-row strip (checks feedback_waterfall_must_have_volume — this IS almost flat). Pool is a single-segment fan disk. No mist zone, no foam edge, no thickness taper — exactly the failure mode called out in memory.; R5: 1. **Curtain is single-sided quads** (line 393: `curtain_faces.append((b, b+2, b+3, b+1))`) — 5 cells × 1 quad each = 5 polys per step. Pure billboard. 2. **No volumetric thickness.** Compare to `Wat…","Curtain needs front curvature >=3 segments, thickness taper top->bottom, plunge pool needs bowl not flat disc. Integrate with terrain_waterfalls_volumetric profile."
_terrain_depth.py,1286,function,detect_cliff_edges,detect_cliff_edges,GRADED,file_qualified,A,A|2026-04-19: upgraded B -> 3x3 isotropic Sobel scipy.ndimage.convolve Canny hysteresis binary_dilation flood-fill ordered LineString polylines per cluster,A,Houdini Edge Detection / Gaea Slope mask with clustering,"Python for-loop flood-fill is O(N) but slow on large grids; Dr. cluster rotation uses only center cell gradient (not PCA over cluster); no confidence/overlap score.; R5: Pure-python flood fill (lines 510-531) — O(R*C*4) Python loops. scipy.ndimage.label does the same thing in vectorized C 100× faster. **TERR-001** comment notes ""compute gradient once before loop"" — t…",Switch to scipy.ndimage.label for O(HW) label pass and fit oriented bounding box via PCA of cluster cells for rotation.
_terrain_erosion.py,208,function,apply_hydraulic_erosion_masks,apply_hydraulic_erosion_masks,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-20: upgraded B- -> mass conservation deposit on particle death (Benes et al. 2006); remaining sediment bilinearly deposited to 4 cells before evaporation break.,A,Same Beyer 2015 baseline.,"1. **Same uphill-capacity bug as `_terrain_noise.hydraulic_erosion`** (line 236: `max(-h_diff, effective_min_slope)` — actually here it IS `-h_diff` which is correct; the fix only exists in the `_terrain_erosion` copy, not the noise file copy. So it's BUG-17 in `_terrain_noise.hydraulic_erosion`).…",Switch to Mei 2007 grid model; expose stratigraphy hardness from `stack.rock_hardness` to scale erosion rate per-cell (currently ignored).
_terrain_erosion.py,535,function,apply_hydraulic_erosion,apply_hydraulic_erosion,GRADED,file_qualified,C+,,B,,,
_terrain_erosion.py,574,function,_deposit,_deposit,GRADED,file_qualified,A,,A,,,
_terrain_erosion.py,587,function,_erode_brush,_erode_brush,GRADED,file_qualified,B,,B,,Pure-Python double-loop builds weights list every call. For 1000 particles × 30 steps = 30K calls × ~30 weights each = 900K Python iterations. Should pre-compute the brush kernel once.,Pre-compute brush weights once per `radius`; cache in module-level dict.
_terrain_erosion.py,693,function,apply_thermal_erosion_masks,apply_thermal_erosion_masks,GRADED,file_qualified,B+,,B+,"Olsen 1998 thermal erosion / Musgrave-Kolb-Mace 1989. Houdini Erode ""Thermal"" mode.",1. **Talus angle is isotropic.** Houdini supports asymmetric talus (different angle for north-facing vs south-facing) for snow accumulation. Not here. 2. **Transfer = max_diff * 0.5** is conservative but doesn't account for actual material volume — should be `excess * (1 - exp(-iterations/τ))` for…,Per-cell talus from rock_hardness; allow per-axis differential angle (snow shadow effect); 4× iterations for true convergence.
_terrain_erosion.py,840,function,apply_thermal_erosion,apply_thermal_erosion,GRADED,file_qualified,C+,,B+,,,
_terrain_erosion.py,864,function,compute_stream_power_erosion,compute_stream_power_erosion,GRADED,file_qualified,D+,D+,D+,No,,
_terrain_noise.py,72,function,_rng_from_seed,_rng_from_seed,GRADED,file_qualified,B+,,B+,Terrain noise RNG helper,Legacy Python random.Random seed sites remain explicit seeded streams and are not bare module RNG calls.,Keep phase8 AST guard and terrain noise determinism tests current.
_terrain_noise.py,80,function,_build_permutation_table,_build_permutation_table,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> Perlin 2002 512-element doubled permutation table correct,A,"Standard Perlin permutation table (Ken Perlin 2002 improved noise). Houdini, Gaea, Unity all use this exact 256-shuffled-then-doubled pattern.",None. RandomState seed is correctly masked to 32-bit positive.; AAA gap: None.,"Already A+. Maybe switch to `np.random.default_rng(seed).permutation(256)` for the modern Generator API, but the legacy `RandomState` is bit-identical across numpy versions, which is a feature here."
_terrain_noise.py,93,function,_perlin_noise2_array,_perlin_noise2_array,GRADED,file_qualified,B+,B+|2026-04-19: confirmed B+ -> vectorized Perlin correct,A,Ken Perlin 2002 improved noise. The 12-gradient vector set is one of two canonical choices (the other is 8-gradient). 12 is what Perlin himself used in the 2002 paper.,"Gradient vectors at lines 48-54 contain 12 entries, but only 12 directions for 2D Perlin is overkill — 8 cardinal+diagonal is the norm. Result is correct but slightly slower (modulo by 12 vs 8).; AAA gap: Pure-Python integer modulo `% n_grad` per-pixel inside vectorized eval — the modulo is also ve…","Use `simplex` (OpenSimplex2) for unbiased angular distribution; classic Perlin has visible 45° axis alignment artifacts (same complaint as Houdini's ""Perlin"" vs ""Simplex"" preset). ### `_PermTableNoise` class (line 131) — Grade: A; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018)"
_terrain_noise.py,165,method,_PermTableNoise.noise2,noise2,GRADED,file_qualified,A,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-19: scalar eval by promoting to 1-element arrays; correct output; minor per-call array alloc on hot scalar paths.,A,Same as above.,"Allocating two 1-element arrays per scalar call is wasteful — but the docstring acknowledges this is the compatibility-only path. Unity HDRP's `noise2D` scalar path is implemented in shader code, not Python; for CPU-side authoring the cost is invisible.","Add a small `if isinstance(x, (int, float))` fast path that does the gradient calc inline (≈10 lines).; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018)"
