file,line,kind,callable,simple_name,grade_match_status,final_grade,r9_consensus,aaa_equivalent,weakness,upgrade
__init__.py,601,function,_handle_terrain_preview_render_thumbnail,_handle_terrain_preview_render_thumbnail,MISSING,,,,,
__init__.py,633,function,_get_watcher,_get_watcher,MISSING,,,,,
__init__.py,642,function,_handle_hot_reload_start,_handle_hot_reload_start,MISSING,,,,,
__init__.py,646,function,_handle_hot_reload_stop,_handle_hot_reload_stop,MISSING,,,,,
__init__.py,650,function,_handle_hot_reload_check,_handle_hot_reload_check,MISSING,,,,,
__init__.py,680,function,_coerce_bbox,_coerce_bbox,MISSING,,,,,
__init__.py,699,function,_serialize_vantage,_serialize_vantage,MISSING,,,,,
__init__.py,711,function,_coerce_vantage,_coerce_vantage,MISSING,,,,,
__init__.py,730,function,_handle_read_viewport_vantage,_handle_read_viewport_vantage,MISSING,,,,,
__init__.py,741,function,_handle_assert_vantage_fresh,_handle_assert_vantage_fresh,MISSING,,,,,
__init__.py,754,function,_handle_is_in_frustum,_handle_is_in_frustum,MISSING,,,,,
__init__.py,780,function,_handle_addon_health,_handle_addon_health,MISSING,,,,,
__init__.py,800,function,_handle_detect_stale_addon,_handle_detect_stale_addon,MISSING,,,,,
__init__.py,803,function,_handle_force_addon_reload,_handle_force_addon_reload,MISSING,,,,,
__init__.py,818,function,_handle_boolean_safety_check,_handle_boolean_safety_check,MISSING,,,,,
__init__.py,844,function,_handle_convert_yup_to_zup,_handle_convert_yup_to_zup,MISSING,,,,,
__init__.py,858,function,_handle_clamp_screenshot_size,_handle_clamp_screenshot_size,MISSING,,,,,
__init__.py,882,function,_handle_performance_report,_handle_performance_report,MISSING,,,,,
__init__.py,901,function,_handle_navmesh_export,_handle_navmesh_export,MISSING,,,,,
__init__.py,928,function,_handle_validation,_handle_validation,MISSING,,,,,
__init__.py,963,function,_handle_load_quality_profile,_handle_load_quality_profile,MISSING,,,,,
__init__.py,981,function,_handle_list_quality_profiles,_handle_list_quality_profiles,MISSING,,,,,
__init__.py,984,function,_handle_apply_quality_profile,_handle_apply_quality_profile,MISSING,,,,,
_biome_grammar.py,46,function,resolve_biome_name,resolve_biome_name,GRADED,,,,,
_biome_grammar.py,130,function,generate_world_map_spec,generate_world_map_spec,GRADED,,,UE5 PCG World Partition biome graph / Witcher 3 region splitter,Voronoi is fixed-weight — no biome-count rebalancing based on temperature/moisture gradients; flatten zones are circular only.,Climate-driven Voronoi weighting; rectangular flatten zones for linear building footprints.
_biome_grammar.py,288,function,_generate_corruption_map,_generate_corruption_map,GRADED,,,,,
_biome_grammar.py,339,function,_fbm_grid,_fbm_grid,MISSING,,,,,
_biome_grammar.py,390,function,_box_filter_2d,_box_filter_2d,GRADED,,,,,
_biome_grammar.py,473,function,_distance_from_mask,_distance_from_mask,GRADED,,,,,
_biome_grammar.py,558,function,apply_periglacial_patterns,apply_periglacial_patterns,GRADED,,,Gaea frost-heave micro-relief,Python loop over n_centers for distance (O(N*H*W)) — scales poorly; uses np.random.RandomState (legacy); no orientation (real stone stripes align with slope).,Use KDTree or broadcast to single numpy op; add slope-aligned striping.
_biome_grammar.py,684,function,apply_desert_pavement,apply_desert_pavement,GRADED,,,Gaea Desert/Arid node,Pure-numpy box filter via _box_filter_2d has O(H*W) Python loop — slow on 1k+ grids.,Use np.cumsum-based vectorized integral-image computation.
_biome_grammar.py,839,function,compute_spring_line_mask,compute_spring_line_mask,GRADED,,,Hydrological seepage analysis (Houdini/Arcgis),"Layer boundaries placed by elevation quantization — real geology uses stratigraphic dip, not level contours. Narrow bands (exp/0.001) can miss entirely at some resolutions.",Use actual stratigraphy (from terrain_stratigraphy) rather than quantized elevation.
_biome_grammar.py,941,function,apply_landslide_scars,apply_landslide_scars,GRADED,,,Gaea Slump / Skyrim landslide scars,Scar mask is concentric circle (uphill vs downhill not asymmetric); deposit placement uses gradient at origin only — doesn't flow along actual descent path.,Trace downslope path and distribute deposits along travel line; elongate scar uphill only.
_biome_grammar.py,1099,function,apply_hot_spring_features,apply_hot_spring_features,GRADED,,,Yellowstone travertine terraces reference (Hell Let Loose / Horizon),"Perfect circular rings; real travertine is asymmetric (downhill-biased, irregular ridges).",Skew rings downhill; perturb ring_r by noise.
_biome_grammar.py,1256,function,apply_reef_platform,apply_reef_platform,GRADED,,,Horizon Forbidden West coral reef authoring,Uniform reef around whole coast; real reefs are biased toward warm/shallow-gradient shores.,Gate by tidal_range and distance-from-land to avoid reefs in deep-water-hugging coasts.
_biome_grammar.py,1440,function,apply_tafoni_weathering,apply_tafoni_weathering,GRADED,,,Honeycomb weathering decals (Megascans),50 cavities over full heightmap is sparse — honeycomb weathering is by definition dense; cavity depth flat (no interior texture).,Scale cavity count with steep area; layer micro+macro cavities.
_biome_grammar.py,1543,function,_place_cavities,_place_cavities,MISSING,,,,,
_biome_grammar.py,1607,function,_contagion_prob,_contagion_prob,MISSING,,,,,
_biome_grammar.py,1707,function,apply_geological_folds,apply_geological_folds,GRADED,,,Gaea Stratify + Tilt nodes combined,Adds folds linearly — real tectonic folds scale fold amplitude with cumulative strain and plunge along axis.,Add plunging-fold support (amplitude varies along strike).
_bridge_mesh.py,21,function,generate_terrain_bridge_mesh,generate_terrain_bridge_mesh,MISSING,,,,,
_mesh_bridge.py,220,function,_lsystem_tree_generator,_lsystem_tree_generator,MISSING,,,,,
_mesh_bridge.py,528,function,get_material_for_category,get_material_for_category,MISSING,,,,,
_mesh_bridge.py,545,function,_face_normal,_face_normal,MISSING,,,,,
_mesh_bridge.py,564,function,_dot3,_dot3,MISSING,,,,,
_mesh_bridge.py,568,function,post_boolean_cleanup,post_boolean_cleanup,MISSING,,,,,
_mesh_bridge.py,952,function,resolve_generator,resolve_generator,MISSING,,,,,
_mesh_bridge.py,975,function,_compute_aabb,_compute_aabb,MISSING,,,,,
_mesh_bridge.py,990,function,_cluster_vertices,_cluster_vertices,MISSING,,,,,
_mesh_bridge.py,1047,function,_make_billboard_spec,_make_billboard_spec,MISSING,,,,,
_mesh_bridge.py,1145,function,generate_lod_specs,generate_lod_specs,MISSING,,,,,
_mesh_bridge.py,1327,function,mesh_from_spec,mesh_from_spec,MISSING,,,,,
_scatter_engine.py,34,function,poisson_disk_sample,poisson_disk_sample,MISSING,,,,,
_scatter_engine.py,85,function,_rand_uniform,_rand_uniform,MISSING,,,,,
_scatter_engine.py,87,function,_rand_int,_rand_int,MISSING,,,,,
_scatter_engine.py,91,function,_rand_uniform,_rand_uniform,MISSING,,,,,
_scatter_engine.py,93,function,_rand_int,_rand_int,MISSING,,,,,
_scatter_engine.py,107,function,_density_at,_density_at,MISSING,,,,,
_scatter_engine.py,136,function,_grid_idx,_grid_idx,MISSING,,,,,
_scatter_engine.py,143,function,_is_valid,_is_valid,MISSING,,,,,
_scatter_engine.py,212,function,lloyd_relax_points,lloyd_relax_points,MISSING,,,,,
_scatter_engine.py,312,function,biome_filter_points,biome_filter_points,MISSING,,,,,
_scatter_engine.py,587,function,context_scatter,context_scatter,MISSING,,,,,
_scatter_engine.py,734,function,_map_sample,_map_sample,MISSING,,,,,
_scatter_engine.py,856,function,_weighted_choice,_weighted_choice,MISSING,,,,,
_scatter_engine.py,936,function,generate_breakable_variants,generate_breakable_variants,MISSING,,,,,
_scatter_engine.py,1006,function,_build_geometry_op,_build_geometry_op,MISSING,,,,,
_scatter_engine.py,1020,function,_generate_fragments,_generate_fragments,MISSING,,,,,
_scatter_engine.py,1067,function,_generate_debris,_generate_debris,MISSING,,,,,
_scatter_engine.py,1134,function,generate_canyon,generate_canyon,NAME_ONLY_MATCH,,,"Houdini Heightfield carve + side tributary erosion (e.g. RDR2 Grand Canyon, Uncharted Lost Legacy canyons)","Canyon is a straight rectilinear trench along X with only mild y-offset wall noise; no meander, no talus slopes, no stratified horizontal rock layers, and 'side caves' are only metadata dicts with zero actual mesh carved into the walls.","Build canyon centerline via meandering spline, carve walls from a base heightmap with multi-octave stratified erosion, generate real boolean cave voids at each side cave, and add scree/debris cones at wall bases."
_scatter_engine.py,1234,function,generate_waterfall,generate_waterfall,NAME_ONLY_MATCH,,,"Horizon Forbidden West / Genshin waterfall with volumetric water plume, pool caustics, and mist VFX; Gaea water-carving layer.","Ledges are literally single quads (no side/bottom faces), pool is a crude 16-sided fan triangle disc with no lip or undercut, 'cave behind' is pure metadata with no geometry carved, and there is no water mesh, no plunge basin curvature, and no erosion behind/below the falls.","Generate real boxed ledges with front undercuts, carve a real cave void behind the flow with SDF boolean, build a volumetric water plume mesh (tapered prism, not plane) and a contoured plunge pool with distinct lip, and output mist emitter positions."
_scatter_engine.py,1328,function,generate_cliff_face,generate_cliff_face,NAME_ONLY_MATCH,,,"Uncharted / Tomb Raider climbable cliff with ledge kit, or UE Landscape Layer Blend with overhang tool.","Base cliff is still a single planar heightfield tilted at the top (not true overhangs with undercut), cave entrances are metadata only with no holes punched in the face, and ledge ribbon is a flat two-vertex strip with no thickness or railings/handholds.","Use a displaced volumetric slab (front + top + underside stitched) so overhang becomes a real shelf, boolean-carve cave entrances through the face, and extrude the ledge into a 3D walkable shelf with chamfered edge."
_scatter_engine.py,1416,function,generate_swamp_terrain,generate_swamp_terrain,NAME_ONLY_MATCH,,,"Far Cry/Witcher 3 bog biome with hummock stamps, standing water masks, and island dry-zone classification.","Resolution scales as size/2 (so a 50m swamp is only 25x25 = 625 quads = ~2m quads) which is too coarse for AAA; no channel/river carving, no peat/hammock micro-morphology, and water is tagged via material only — there is no actual water plane mesh.","Raise resolution to sub-meter, carve drainage channels with hydraulic erosion pass, emit a separate water surface mesh aligned to water_level, and output root/reed scatter masks instead of just material IDs."
_scatter_engine.py,1516,function,generate_sinkhole,generate_sinkhole,NAME_ONLY_MATCH,,,"Tomb Raider/Uncharted cenote or Sima de las Cotorras with vertical walls, vegetation shelves, and water pool bottom.","Walls are still rotationally symmetric (only 15% narrowing at bottom, no undercuts or bell shape), rubble boxes are axis-aligned and identical topology, the bottom cave is metadata-only with no actual opening cut into the wall, and there is no water/vegetation shelf despite sinkholes typically having both.","Allow non-axisymmetric radius profile (bell or hourglass), boolean-carve the bottom cave into the wall mesh, scatter rocks with varied topology and rotation, and add a mid-depth vegetation shelf ring."
_scatter_engine.py,1621,function,generate_floating_rocks,generate_floating_rocks,NAME_ONLY_MATCH,,,Avatar/Horizon floating islands or Zelda TOTK sky islands; Houdini Voronoi-fractured rock clusters.,"Chain 'links' are open cylindrical shafts stacked vertically (not interlocked torus rings), rocks are fundamentally noisy spheres with no sharp fractured planes or crystalline protrusions, undersides look identical to tops (same material differentiation is purely tag-based), and there is no island flat top / grass zone typical of fantasy float rocks.","Replace sphere base with Voronoi-fractured polyhedra giving flat facets, differentiate top via flattened cap + grass mask, make chain links actual torus primitives interlocking at 90-degree alternation, and add crystal vein mesh geometry rather than just material tag."
_scatter_engine.py,1727,function,generate_ice_formation,generate_ice_formation,NAME_ONLY_MATCH,,,"God of War Ragnarok ice caves / Horizon FW Cauldrons with volumetric ice, parallax refraction, and icicle clusters.","Stalactite material banding uses `kt` variable that is actually the OUTER loop counter `k` from a previous loop (variable captured incorrectly — bug: `kt` in the mat_indices block references the last stalactite's last ring k/cone_rings, not current face position), 'refraction zones' are randomly sampled metadata disconnected from the actual curvature classification applied to faces, ice wall is a flat displaced plane (no thickness), and there is no floor/stalagmite, no pool, no volumetric ice.",Fix the kt-scoping bug so banding tracks current ring properly; extrude the ice wall into a volume with frosted interior; add matching stalagmites and frozen pool mesh; derive refraction_zones from the actual high-curvature face centers rather than random sampling.
_scatter_engine.py,1819,function,generate_lava_flow,generate_lava_flow,NAME_ONLY_MATCH,,,Horizon Burning Shores lava channels or Kilauea reference with pahoehoe crust folds and incandescent fissures.,"Flow is still a single-strip ribbon — no branching, no pillow/tube morphology, no solidification fingers; crust edges are symmetric with simple linear height profile, no a'a vs pahoehoe variation; lava surface is the same continuous grid as the rock banks with no lip or embankment discontinuity; heat zones are uniformly distributed along t with no flow-physics grounding.","Replace ribbon with a 2D flow-accumulation field producing branching channels, model crust as a separate floating shell above a lower hot-lava surface (two meshes) with broken crust patches, and derive heat_zones from channel-width narrowings/drop points instead of uniform sampling."
_terrain_depth.py,55,function,_fbm_noise2,_fbm_noise2,MISSING,,,,,
_terrain_depth.py,66,function,_h,_h,MISSING,,,,,
_terrain_depth.py,84,function,generate_cliff_face_mesh,generate_cliff_face_mesh,GRADED,,,Megascans cliff scans / Quixel rock kit / Gaea Rock node,"Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.","Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base."
_terrain_depth.py,142,function,_strata_y_offset,_strata_y_offset,MISSING,,,,,
_terrain_depth.py,165,function,_erosion_recess,_erosion_recess,MISSING,,,,,
_terrain_depth.py,259,function,generate_cave_entrance_mesh,generate_cave_entrance_mesh,GRADED,,,UE5 Nanite cave kit / Skyrim cave entrance module,"Symmetric semicircular arch, uniform extrusion — no irregular mouth shape, no stalactites/lintel erosion, no interior branching.","Randomize arch shape (non-semicircle), vary ring profile along depth, add debris apron + rock framing."
_terrain_depth.py,504,function,generate_biome_transition_mesh,generate_biome_transition_mesh,GRADED,,,UE Landscape layer blend / Witcher 3 biome transition,"Flat plane with trivial Gaussian bumps. Blend is linear across x. No actual biome-specific geometry (roots, moss hummocks, puddles).",Height should sample from biome-specific heightmap; blend factor should be noise-displaced not straight-linear.
_terrain_depth.py,584,function,_boundary_warp_offset,_boundary_warp_offset,MISSING,,,,,
_terrain_depth.py,617,function,_sample_hmap,_sample_hmap,MISSING,,,,,
_terrain_depth.py,638,function,_smoothstep,_smoothstep,MISSING,,,,,
_terrain_depth.py,758,function,generate_waterfall_mesh,generate_waterfall_mesh,GRADED,,,Horizon Forbidden West waterfall / RDR2 volumetric cascade,"Curtain is a flat-ish two-row strip (checks feedback_waterfall_must_have_volume — this IS almost flat). Pool is a single-segment fan disk. No mist zone, no foam edge, no thickness taper — exactly the failure mode called out in memory.","Curtain needs front curvature >=3 segments, thickness taper top->bottom, plunge pool needs bowl not flat disc. Integrate with terrain_waterfalls_volumetric profile."
_terrain_depth.py,899,function,_curtain_row,_curtain_row,MISSING,,,,,
_terrain_depth.py,1221,function,detect_cliff_edges,detect_cliff_edges,GRADED,,,Houdini Edge Detection / Gaea Slope mask with clustering,Python for-loop flood-fill is O(N) but slow on large grids; Dr. cluster rotation uses only center cell gradient (not PCA over cluster); no confidence/overlap score.,Switch to scipy.ndimage.label for O(HW) label pass and fit oriented bounding box via PCA of cluster cells for rotation.
_terrain_erosion.py,208,function,apply_hydraulic_erosion_masks,apply_hydraulic_erosion_masks,MISSING,,,,,
_terrain_erosion.py,528,function,apply_hydraulic_erosion,apply_hydraulic_erosion,MISSING,,,,,
_terrain_erosion.py,567,function,_deposit,_deposit,MISSING,,,,,
_terrain_erosion.py,580,function,_erode_brush,_erode_brush,MISSING,,,,,
_terrain_erosion.py,686,function,apply_thermal_erosion_masks,apply_thermal_erosion_masks,MISSING,,,,,
_terrain_erosion.py,833,function,apply_thermal_erosion,apply_thermal_erosion,NAME_ONLY_MATCH,,,Houdini Heightfield Erode Thermal / Gaea Thermal node,Pure-Python double loop is 100x slower than a numpy vectorized version; uses 4-neighborhood only (no diagonals) so scree fans look axis-aligned; no angle-of-repose per-material layer; returns .tolist() blowing memory for 512+ maps.,"Vectorize with numpy shift operations (np.roll + max), add 8-neighborhood with sqrt(2) distance scaling, and expose per-cell talus from a mask for multi-material slopes."
_terrain_erosion.py,857,function,compute_stream_power_erosion,compute_stream_power_erosion,MISSING,,,,,
_terrain_erosion.py,949,function,_build_receiver_topo,_build_receiver_topo,MISSING,,,,,
_terrain_noise.py,68,function,_build_permutation_table,_build_permutation_table,MISSING,,,,,
_terrain_noise.py,81,function,_perlin_noise2_array,_perlin_noise2_array,MISSING,,,,,
_terrain_noise.py,153,method,_PermTableNoise.noise2,noise2,MISSING,,,,,
_terrain_noise.py,159,method,_PermTableNoise.noise2_array,noise2_array,MISSING,,,,,
_terrain_noise.py,163,method,_PermTableNoise.noise3,noise3,MISSING,,,,,
_terrain_noise.py,191,function,_make_noise_generator,_make_noise_generator,MISSING,,,,,
_terrain_noise.py,235,method,_OpenSimplexWrapper.noise2,noise2,MISSING,,,,,
_terrain_noise.py,244,method,_OpenSimplexWrapper.noise3,noise3,MISSING,,,,,
_terrain_noise.py,254,method,_OpenSimplexWrapper.noise4,noise4,MISSING,,,,,
_terrain_noise.py,289,method,_OpenSimplexWrapper.noise2_array,noise2_array,MISSING,,,,,
_terrain_noise.py,307,method,_OpenSimplexWrapper.noise3_array,noise3_array,MISSING,,,,,
_terrain_noise.py,358,method,_OpenSimplexWrapper.noise4_array,noise4_array,MISSING,,,,,
_terrain_noise.py,420,function,opensimplex2s_noise2,opensimplex2s_noise2,MISSING,,,,,
_terrain_noise.py,444,function,opensimplex2s_noise2_array,opensimplex2s_noise2_array,MISSING,,,,,
_terrain_noise.py,489,function,_noise_with_gradient,_noise_with_gradient,MISSING,,,,,
_terrain_noise.py,506,function,fbm_iq,fbm_iq,MISSING,,,,,
_terrain_noise.py,559,function,phacelle_noise_simple,phacelle_noise_simple,MISSING,,,,,
_terrain_noise.py,591,function,_hash_float,_hash_float,MISSING,,,,,
_terrain_noise.py,637,function,_hash2_scalar,_hash2_scalar,MISSING,,,,,
_terrain_noise.py,651,function,_smoothstep,_smoothstep,MISSING,,,,,
_terrain_noise.py,659,function,voronoise,voronoise,MISSING,,,,,
_terrain_noise.py,728,function,domain_warp_fbm,domain_warp_fbm,MISSING,,,,,
_terrain_noise.py,797,function,_cellular_f1_f2,_cellular_f1_f2,MISSING,,,,,
_terrain_noise.py,830,function,cellular_smin,cellular_smin,MISSING,,,,,
_terrain_noise.py,1094,function,_apply_geological_constraints,_apply_geological_constraints,MISSING,,,,,
_terrain_noise.py,1170,function,generate_heightmap,generate_heightmap,MISSING,,,,,
_terrain_noise.py,1363,function,_apply_terrain_preset,_apply_terrain_preset,MISSING,,,,,
_terrain_noise.py,1471,function,_theoretical_max_amplitude,_theoretical_max_amplitude,MISSING,,,,,
_terrain_noise.py,1486,function,_compute_slope_gradient,_compute_slope_gradient,MISSING,,,,,
_terrain_noise.py,1507,function,compute_slope_map_radians,compute_slope_map_radians,MISSING,,,,,
_terrain_noise.py,1533,function,compute_slope_map_degrees,compute_slope_map_degrees,MISSING,,,,,
_terrain_noise.py,1566,function,compute_biome_assignments,compute_biome_assignments,MISSING,,,,,
_terrain_noise.py,1633,function,_neighbors,_neighbors,MISSING,,,,,
_terrain_noise.py,1643,function,_fill_8connected_gaps,_fill_8connected_gaps,MISSING,,,,,
_terrain_noise.py,1664,function,_astar,_astar,MISSING,,,,,
_terrain_noise.py,1703,function,heuristic,heuristic,MISSING,,,,,
_terrain_noise.py,1754,function,carve_river_path,carve_river_path,MISSING,,,,,
_terrain_noise.py,1858,function,generate_road_path_grid,generate_road_path_grid,MISSING,,,,,
_terrain_noise.py,1945,function,generate_road_path,generate_road_path,MISSING,,,,,
_terrain_noise.py,2001,function,_xy_to_rc,_xy_to_rc,MISSING,,,,,
_terrain_noise.py,2021,function,_h,_h,MISSING,,,,,
_terrain_noise.py,2107,function,_catmull_rom_segment,_catmull_rom_segment,MISSING,,,,,
_terrain_noise.py,2136,function,_duplicate_sharp_corners,_duplicate_sharp_corners,MISSING,,,,,
_terrain_noise.py,2167,function,smooth_road_path,smooth_road_path,MISSING,,,,,
_terrain_noise.py,2197,function,hydraulic_erosion,hydraulic_erosion,MISSING,,,,,
_terrain_noise.py,2493,function,ridged_multifractal,ridged_multifractal,MISSING,,,,,
_terrain_noise.py,2564,function,ridged_multifractal_array,ridged_multifractal_array,MISSING,,,,,
_terrain_noise.py,2625,function,domain_warp,domain_warp,MISSING,,,,,
_terrain_noise.py,2673,function,domain_warp_array,domain_warp_array,MISSING,,,,,
_terrain_noise.py,2715,function,voronoi_biome_distribution,voronoi_biome_distribution,MISSING,,,,,
_terrain_noise.py,2855,function,generate_heightmap_ridged,generate_heightmap_ridged,MISSING,,,,,
_terrain_noise.py,2919,function,generate_heightmap_with_noise_type,generate_heightmap_with_noise_type,MISSING,,,,,
_terrain_noise.py,2995,function,auto_splat_terrain,auto_splat_terrain,MISSING,,,,,
_terrain_world.py,55,function,_sample_single_height,_sample_single_height,MISSING,,,,,
_terrain_world.py,82,function,sample_world_height,sample_world_height,MISSING,,,,,
_terrain_world.py,122,function,generate_world_heightmap,generate_world_heightmap,GRADED,,,Gaea canvas sampler at world window,Thin wrapper around generate_heightmap; assumes single-scale noise; no macro/meso/micro composition.,Compose tectonic plates + regional distortion + local detail as separate noise layers (Gaea Mountain+Hills+Rocks).
_terrain_world.py,259,function,extract_tile,extract_tile,MISSING,,,,,
_terrain_world.py,285,function,validate_tile_seams,validate_tile_seams,MISSING,,,,,
_terrain_world.py,333,function,erode_world_heightmap,erode_world_heightmap,GRADED,,,Gaea Erosion2 / World Machine Erosion,Default 1000 hydraulic iterations is far below AAA (Gaea 10k+ for visible gully detail). Thermal only if explicitly asked.,Raise default to 10k+; auto-scale with resolution.
_terrain_world.py,497,function,world_region_dimensions,world_region_dimensions,MISSING,,,,,
_terrain_world.py,513,function,_terrain_type_from_intent,_terrain_type_from_intent,MISSING,,,,,
_terrain_world.py,526,function,_apply_post_height_seams,_apply_post_height_seams,MISSING,,,,,
_terrain_world.py,542,function,pass_generate_low_freq_hmap,pass_generate_low_freq_hmap,MISSING,,,,,
_terrain_world.py,603,function,pass_generate_high_freq_detail,pass_generate_high_freq_detail,MISSING,,,,,
_terrain_world.py,659,function,pass_composite_hmap,pass_composite_hmap,MISSING,,,,,
_terrain_world.py,712,function,_region_slice,_region_slice,NAME_ONLY_MATCH,,,,,
_terrain_world.py,729,function,_protected_mask,_protected_mask,MISSING,,,,,
_terrain_world.py,758,function,pass_macro_world,pass_macro_world,GRADED,,,Gaea Mountain/Hills base layer,Docstring admits it's effectively a no-op — height is populated at state construction. A real macro pass should orchestrate tectonic base + regional distortion. Currently it's a validator masquerading as a generator.,"Actually call generate_world_heightmap from authoring intent here, so macro_world owns the base terrain, not state construction."
_terrain_world.py,996,function,pass_structural_masks,pass_structural_masks,GRADED,,,Gaea Analysis nodes (Slope/Convexity/Flow/Ridge),supports_region_scope=False (always full-tile) which is correct but expensive; saliency_macro is a single scalar metric name rather than documented formula.,Doc each channel's formula and add tests that compare against a Houdini reference.
_terrain_world.py,1038,function,pass_erosion,pass_erosion,GRADED,,,Gaea Erosion2 / Houdini Erosion node,Default iterations 200-600 are low vs Gaea's 10k+; no explicit sediment transport conservation check; thermal uses only 6 iterations always.,Expose iteration scaling with tile resolution; add mass-balance validation.
_terrain_world.py,1195,function,_scope,_scope,MISSING,,,,,
_terrain_world.py,1324,function,pass_validation_minimal,pass_validation_minimal,GRADED,,,Houdini Asserts / UE validation framework,"Truly minimal — no range checks (height bounds), no monotone drainage validation, no seam validation with neighbors.",Add range + seam checks so 'validation' earns the name.
_water_network.py,118,function,compute_river_width,compute_river_width,GRADED,,,Hydraulic geometry (Leopold-Maddock relation),Scale factor is hardcoded default; no regional-calibration hook.,Expose scale_factor via biome/climate params.
_water_network.py,141,function,_compute_river_depth,_compute_river_depth,GRADED,,,,,
_water_network.py,199,function,trace_river_from_flow,trace_river_from_flow,GRADED,,,Houdini flow-following / Gaea Flow Trace,Uses Python list for path — okay for single rivers; min_accumulation check '> 0' allows starting cell below threshold.,Vectorize for bulk source processing.
_water_network.py,266,function,_build_sine_generated_waypoints,_build_sine_generated_waypoints,MISSING,,,,,
_water_network.py,402,function,priority_flood_d8,priority_flood_d8,MISSING,,,,,
_water_network.py,488,function,pass_hydrology,pass_hydrology,MISSING,,,,,
_water_network.py,536,function,register_pass_hydrology,register_pass_hydrology,MISSING,,,,,
_water_network.py,587,function,pass_water_flow_speed,pass_water_flow_speed,MISSING,,,,,
_water_network.py,694,function,register_pass_water_flow_speed,register_pass_water_flow_speed,MISSING,,,,,
_water_network.py,719,function,detect_lakes,detect_lakes,GRADED,,,Priority-flood spill-point analysis (Gaea Lake node),"Naive pit detection (cell < all 8 neighbors) misses plateau lakes where multiple cells share min; spill_z is lowest neighbor, not true watershed spill.",Use priority-flood algorithm (Barnes 2014) for real watershed spill computation.
_water_network.py,930,function,detect_waterfalls,detect_waterfalls,GRADED,,,Heuristic waterfall finder,"Only scans explicit river_path — won't find falls off the given path; best_drop is scalar, not rate (drop/horiz).",Score by drop rate (drop/horiz_dist); also run independently on drainage raster.
_water_network.py,1074,function,_find_high_accumulation_sources,_find_high_accumulation_sources,GRADED,,,,,
