file,line,kind,callable,simple_name,grade_match_status,match_mode,current_grade,r9_consensus,final_grade,aaa_equivalent,weakness,upgrade
_mesh_bridge.py,1145,function,generate_lod_specs,generate_lod_specs,GRADED,file_qualified,B+,B+|2026-04-20: upgraded D+ -> grid-based vertex-clustering (UE5 HLOD-style); proper cross-billboard via _make_billboard_spec; fixed max_err bug (*0.0 degenerate distance); UVs normals atlas baked,D+,,"**This isn't decimation** — it just truncates the face list. For a mesh ordered top-to-bottom, LOD2 would be just the top half. Real decimation collapses edges based on quadric error metric.; AAA gap: Not even close to UE5 / Unity LOD generation.",Actually call bmesh.ops.dissolve_degenerate + Quadric Edge Collapse (QEC). Or use meshlab integration.
_mesh_bridge.py,1327,function,mesh_from_spec,mesh_from_spec,GRADED,file_qualified,B+,,B+,,"Vertex weld uses quantization grid `round(v[0]/weld_tolerance)` — for verts straddling a quantization boundary, two verts at distance < 2*weld_tolerance might end up in different cells. Standard issue with grid-snap dedup; the fix is to test all 8 corner cells around the rounded position.; AAA gap:…",8-cell corner check on weld; use bmesh.ops.remove_doubles for cleanup after. ---
_scatter_engine.py,34,function,poisson_disk_sample,poisson_disk_sample,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> Bridson O(n) density-weighted radius bilinear density map sampling,A-,"Robert Bridson, ""Fast Poisson Disk Sampling in Arbitrary Dimensions"" (SIGGRAPH 2007 sketch).","Cell size = `min_distance / sqrt(2)` is correct (ensures ≤1 sample per cell). 5×5 neighborhood check is correct radius.; AAA gap: No fractional density (all samples have equal weight). Houdini's ""Scatter SOP"" has density-driven Poisson where local rate varies.",Density-driven via input mask.
_scatter_engine.py,212,function,lloyd_relax_points,lloyd_relax_points,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> 2-3 iteration Lloyd relaxation min_distance enforcement,,,,
_scatter_engine.py,312,function,biome_filter_points,biome_filter_points,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> scipy EDT SDF biome boundaries smoothstep Hermite feathering,C+,,"1. **`max_tilt_angle` global cap** — applied before biome rules. Good for cliffs. 2. **Weighted selection** uses density as weight which conflates ""probability of keeping"" with ""weight relative to other rules"". A rule with density=0.1 has both a 10% chance of being kept AND, if kept, 10× lower sele…",Separate `density` (gate probability) from `selection_weight` (relative rate).
_scatter_engine.py,587,function,context_scatter,context_scatter,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> altitude/slope/water/canopy/protected-zone filters EDT soft exclusion density field,B-,,"Building footprint check uses `(bx-half_w <= cx <= bx+half_w)` — axis-aligned bounding box. Buildings can be rotated. No rotation support.; AAA gap: No prop-to-prop spacing (different from poisson radius), no orientation-toward-building.",
_scatter_engine.py,856,function,_weighted_choice,_weighted_choice,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> numpy.random.choice normalised p= array alias method O(1),A,,,
_scatter_engine.py,936,function,generate_breakable_variants,generate_breakable_variants,GRADED,file_qualified,B+,B+|2026-04-19: intact+destroyed spec pairs; stave/plank fragment geometry; darken factor; not Voronoi fracture.,B+,,"""Fragments"" are random boxes — no actual breaking of the original geometry. Real Voronoi fracture (Houdini SOP, Unity Plugin) computes the actual cell decomposition.; AAA gap: This is a placeholder; real destruction needs Voronoi/Houdini RBD.","Use `generate_natural_arch`-style sub-mesh extraction with Voronoi cells, OR document this as a low-fi destruction prop. ### `_build_geometry_op`, `_generate_fragments`, `_generate_debris` (lines 525-616) — Grade: B Helpers for breakable. All produce dictionary ""ops"" that downstream geometry builde…"
_scatter_engine.py,1006,function,_build_geometry_op,_build_geometry_op,GRADED,file_qualified,A,A|2026-04-19: trivial geometry-dict dispatch; correct.,A,,,
_scatter_engine.py,1020,function,_generate_fragments,_generate_fragments,GRADED,file_qualified,B+,B+|2026-04-19: stave (cylinder) and plank (box) approximations; frag_width=2*r*sin(pi/count) geometrically correct.,B+,,,emit `interior_face_indices` and a separate `interior_material` for shading the freshly-broken faces.
_scatter_engine.py,1067,function,_generate_debris,_generate_debris,GRADED,file_qualified,B+,B+|2026-04-19: random small cubes scattered by polar coords; geometry-bounded scatter_radius.,B+,,,
_scatter_engine.py,1134,function,generate_canyon,generate_canyon,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants lod0/lod1/lod2 per layer summing to 1.0 UE5 ISM Unity HDRP contract,B-,,"1. **Floor and walls don't connect** — there's no edge geometry stitching the wall bottoms to floor edges. Will produce visible cracks. 2. **Side caves are returned as metadata only** — no geometry. Just a position dict. 3. Walls use `wall_roughness * _hash_noise * 1.5` for Y-offset; ""inward lean""…",Stitch wall bottoms to floor; emit cave entrance meshes; expose lean as parameter.
_scatter_engine.py,1234,function,generate_waterfall,generate_waterfall,GRADED,file_qualified,A-,A-|2026-04-19: 4 zones (plunge pool/foam/mist/approach); height/flow_width scaling; mist_radius computed; lod_variants per layer.,C+,,"1. **Pool is a 16-vertex disc** with center vertex — flat coin. No depth. 2. **Cave behind waterfall is metadata only** (line 421-427). No geometry. 3. **Step ledges** are 8-vertex boxes — boxy, not natural. 4. **Cliff face has wet-zone material assignment** but the actual water sheet is missing —…",Generate volumetric water sheet; bowl pool; actual cave geometry.
_scatter_engine.py,1328,function,generate_cliff_face,generate_cliff_face,GRADED,file_qualified,A-,A-|2026-04-19: 4 layers; steepness-adaptive grass/rock density math; lichen/scrub layers; lod_variants per layer.,B-,,Same disconnect issues — overhang underside (lines 588-616) is a separate grid not connected to the main face. Ledge path emits a strip mesh but doesn't carve into the cliff. Cave entrances are metadata only.,Connect underside to face via edge bridging; carve cave openings via boolean OR record-then-delegate to procedural_meshes.
_scatter_engine.py,1416,function,generate_swamp_terrain,generate_swamp_terrain,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants per layer,B,,"1. **Hummock/island stamping uses Python triple-nested loops** (lines 762-769, 785-794). `for i in range(resolution): for j in range(resolution):` per hummock × N hummocks. For res=64 + 12 hummocks = 49152 iter. Vectorize with `np.where(dist<radius, h+falloff, h)`. 2. **Material assignment by avera…",Vectorize hummock stamps; scipy.ndimage.label for water zones.
_scatter_engine.py,1516,function,generate_sinkhole,generate_sinkhole,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants per layer,B,,,
_scatter_engine.py,1621,function,generate_floating_rocks,generate_floating_rocks,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants lod0=0.30 hero feature max close-range fidelity,B,,"Polyhedra use latitude rings — at low resolution produces ""pyramid"" rocks. Chain links are 4-segment loops, very low res.; AAA gap: Not even trying to compete with real rock generation — this is a fantasy element.",
_scatter_engine.py,1727,function,generate_ice_formation,generate_ice_formation,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants per layer,B-,,"**BUG-03 (stalactite gradient) PARTIALLY CONFIRMED** — line 1867: `if kt < 0.3: mat_indices.append(1)` — but `kt` here is the OUTER LOOP variable from the previous stalactite iteration (line 1837 `kt = k / max(cone_rings - 1, 1)`). The CURRENT-stalactite loop variable inside (line 1858) is `k`, not…","Use `k / max(cone_rings-1, 1)` inside the inner loop."
_scatter_engine.py,1819,function,generate_lava_flow,generate_lava_flow,GRADED,file_qualified,B+,B+|2026-04-19: upgraded B -> lod_variants per layer,B,,,
_terrain_depth.py,55,function,_fbm_noise2,_fbm_noise2,MISSING,none,,,,,,
_terrain_depth.py,84,function,generate_cliff_face_mesh,generate_cliff_face_mesh,GRADED,file_qualified,A,A|2026-04-19: upgraded C -> 8x8 grid minimum 3-5 strata bands 4-8 Perlin erosion grooves 0.02-0.1m UV triplanar XZ face planar XY top,B,Megascans cliff scans / Quixel rock kit / Gaea Rock node,"Single Gaussian-noise pass with sinusoidal mask — no fracture planes, no strata layering, no overhangs. AAA cliffs use scanned heightfields or rule-based joint systems.; R5: `rng.gauss(0, noise_amplitude)` per vertex — Gaussian gives heavy tails so some verts spike to 3σ outliers visible as spikes. Real cliff displacement uses bounded noise (e.g. clamped Perlin).","Add stacked strata noise, fault-plane displacement, overhang support (Y can exceed 0.3*sin curve), and weathered talus at base."
_terrain_depth.py,259,function,generate_cave_entrance_mesh,generate_cave_entrance_mesh,GRADED,file_qualified,A,"A|2026-04-19: upgraded B -> Gothic pointed arch two-centred parametric R=half_w d=R*0.414 Dreybrodt 1988 stalactite lengths U[0.1,0.8]m",B,UE5 Nanite cave kit / Skyrim cave entrance module,"Symmetric semicircular arch, uniform extrusion — no irregular mouth shape, no stalactites/lintel erosion, no interior branching.; R5: Tunnel is straight along -Y for `depth` meters. No bend, no taper. Looks like a culvert pipe, not a cave entrance.","Randomize arch shape (non-semicircle), vary ring profile along depth, add debris apron + rock framing."
_terrain_depth.py,504,function,generate_biome_transition_mesh,generate_biome_transition_mesh,GRADED,file_qualified,A,A|2026-04-19: upgraded B -> marching-squares SDF zero-crossing Perlin domain warp sigma=5m UV rotation aligned to boundary tangent,B-,UE Landscape layer blend / Witcher 3 biome transition,"Flat plane with trivial Gaussian bumps. Blend is linear across x. No actual biome-specific geometry (roots, moss hummocks, puddles).; R5: Plane is flat in Z (Gaussian noise * sin modulation, lines 273-276). For an actual terrain biome transition this should be sampled FROM the heightmap, not generated independently. Result: transition…",Height should sample from biome-specific heightmap; blend factor should be noise-displaced not straight-linear.
_terrain_depth.py,758,function,generate_waterfall_mesh,generate_waterfall_mesh,GRADED,file_qualified,A-,"A-|2026-04-20: upgraded C+ -> volumetric curtain front+back+caps gravity-bow top-edge breakup noise vertex-colors foam/mist alpha gradient V-scroll UVs foam-splash skirt geometry pool radial UVs vertex_colors+uv_layers in return spec|A|2026-04-20: Wave-10 AAA deep-dive -- per-vertex RGBA contract: R=flow_speed, G=turbulence, B=foam_alpha, A=mist_factor",A,Horizon Forbidden West waterfall / RDR2 volumetric cascade,"Curtain is a flat-ish two-row strip (checks feedback_waterfall_must_have_volume — this IS almost flat). Pool is a single-segment fan disk. No mist zone, no foam edge, no thickness taper — exactly the failure mode called out in memory.; R5: 1. **Curtain is single-sided quads** (line 393: `curtain_faces.append((b, b+2, b+3, b+1))`) — 5 cells × 1 quad each = 5 polys per step. Pure billboard. 2. **No volumetric thickness.** Compare to `Wat…","Curtain needs front curvature >=3 segments, thickness taper top->bottom, plunge pool needs bowl not flat disc. Integrate with terrain_waterfalls_volumetric profile."
_terrain_depth.py,1221,function,detect_cliff_edges,detect_cliff_edges,GRADED,file_qualified,A,A|2026-04-19: upgraded B -> 3x3 isotropic Sobel scipy.ndimage.convolve Canny hysteresis binary_dilation flood-fill ordered LineString polylines per cluster,B,Houdini Edge Detection / Gaea Slope mask with clustering,"Python for-loop flood-fill is O(N) but slow on large grids; Dr. cluster rotation uses only center cell gradient (not PCA over cluster); no confidence/overlap score.; R5: Pure-python flood fill (lines 510-531) — O(R*C*4) Python loops. scipy.ndimage.label does the same thing in vectorized C 100× faster. **TERR-001** comment notes ""compute gradient once before loop"" — t…",Switch to scipy.ndimage.label for O(HW) label pass and fit oriented bounding box via PCA of cluster cells for rotation.
_terrain_erosion.py,208,function,apply_hydraulic_erosion_masks,apply_hydraulic_erosion_masks,GRADED,file_qualified,A-,A-|2026-04-20: upgraded B- -> mass conservation deposit on particle death (Benes et al. 2006); remaining sediment bilinearly deposited to 4 cells before evaporation break.,A-,Same Beyer 2015 baseline.,"1. **Same uphill-capacity bug as `_terrain_noise.hydraulic_erosion`** (line 236: `max(-h_diff, effective_min_slope)` — actually here it IS `-h_diff` which is correct; the fix only exists in the `_terrain_erosion` copy, not the noise file copy. So it's BUG-17 in `_terrain_noise.hydraulic_erosion`).…",Switch to Mei 2007 grid model; expose stratigraphy hardness from `stack.rock_hardness` to scale erosion rate per-cell (currently ignored).
_terrain_erosion.py,528,function,apply_hydraulic_erosion,apply_hydraulic_erosion,GRADED,file_qualified,C+,,B,,,
_terrain_erosion.py,567,function,_deposit,_deposit,GRADED,file_qualified,A,,A,,,
_terrain_erosion.py,580,function,_erode_brush,_erode_brush,GRADED,file_qualified,B,,B,,Pure-Python double-loop builds weights list every call. For 1000 particles × 30 steps = 30K calls × ~30 weights each = 900K Python iterations. Should pre-compute the brush kernel once.,Pre-compute brush weights once per `radius`; cache in module-level dict.
_terrain_erosion.py,686,function,apply_thermal_erosion_masks,apply_thermal_erosion_masks,GRADED,file_qualified,B+,,B+,"Olsen 1998 thermal erosion / Musgrave-Kolb-Mace 1989. Houdini Erode ""Thermal"" mode.",1. **Talus angle is isotropic.** Houdini supports asymmetric talus (different angle for north-facing vs south-facing) for snow accumulation. Not here. 2. **Transfer = max_diff * 0.5** is conservative but doesn't account for actual material volume — should be `excess * (1 - exp(-iterations/τ))` for…,Per-cell talus from rock_hardness; allow per-axis differential angle (snow shadow effect); 4× iterations for true convergence.
_terrain_erosion.py,833,function,apply_thermal_erosion,apply_thermal_erosion,GRADED,file_qualified,C+,,B+,,,
_terrain_erosion.py,857,function,compute_stream_power_erosion,compute_stream_power_erosion,MISSING,none,,,,,,
_terrain_noise.py,68,function,_build_permutation_table,_build_permutation_table,GRADED,file_qualified,A,A|2026-04-19: confirmed A -> Perlin 2002 512-element doubled permutation table correct,A,"Standard Perlin permutation table (Ken Perlin 2002 improved noise). Houdini, Gaea, Unity all use this exact 256-shuffled-then-doubled pattern.",None. RandomState seed is correctly masked to 32-bit positive.; AAA gap: None.,"Already A+. Maybe switch to `np.random.default_rng(seed).permutation(256)` for the modern Generator API, but the legacy `RandomState` is bit-identical across numpy versions, which is a feature here."
_terrain_noise.py,81,function,_perlin_noise2_array,_perlin_noise2_array,GRADED,file_qualified,B+,B+|2026-04-19: confirmed B+ -> vectorized Perlin correct,A,Ken Perlin 2002 improved noise. The 12-gradient vector set is one of two canonical choices (the other is 8-gradient). 12 is what Perlin himself used in the 2002 paper.,"Gradient vectors at lines 48-54 contain 12 entries, but only 12 directions for 2D Perlin is overkill — 8 cardinal+diagonal is the norm. Result is correct but slightly slower (modulo by 12 vs 8).; AAA gap: Pure-Python integer modulo `% n_grad` per-pixel inside vectorized eval — the modulo is also ve…","Use `simplex` (OpenSimplex2) for unbiased angular distribution; classic Perlin has visible 45° axis alignment artifacts (same complaint as Houdini's ""Perlin"" vs ""Simplex"" preset). ### `_PermTableNoise` class (line 131) — Grade: A; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018)"
_terrain_noise.py,153,method,_PermTableNoise.noise2,noise2,GRADED,file_qualified,A-,A-|2026-04-19: scalar eval by promoting to 1-element arrays; correct output; minor per-call array alloc on hot scalar paths.,A-,Same as above.,"Allocating two 1-element arrays per scalar call is wasteful — but the docstring acknowledges this is the compatibility-only path. Unity HDRP's `noise2D` scalar path is implemented in shader code, not Python; for CPU-side authoring the cost is invisible.","Add a small `if isinstance(x, (int, float))` fast path that does the gradient calc inline (≈10 lines).; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018)"
_terrain_noise.py,159,method,_PermTableNoise.noise2_array,noise2_array,GRADED,file_qualified,A,A|2026-04-19: trivial passthrough to vectorized _perlin_noise2_array.,A,Same as above.,None.; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018),
_terrain_noise.py,163,method,_PermTableNoise.noise3,noise3,GRADED,file_qualified,A-,A-|2026-04-23: verified scalar 3D fallback noise -> blends two deterministic 2D slices with quintic z fade to provide dependency-free volumetric variation,A-,,,
_terrain_noise.py,191,function,_make_noise_generator,_make_noise_generator,GRADED,file_qualified,B+,B+|2026-04-19: confirmed B+ -> noise generator factory correct,A,,,
_terrain_noise.py,235,method,_OpenSimplexWrapper.noise2,noise2,GRADED,file_simple,A,"A|2026-04-19: _OpenSimplexWrapper.noise2 delegates to self._os.noise2(x,y); BUG-16 resolved.",B+,,"per-scalar `np.array([x])` allocation is ~3-5 µs of overhead. The hot caller is `ridged_multifractal` (which loops over octaves with scalar calls), and `domain_warp` (also scalar). For a 256² grid called per-cell that's 65k × 6 octaves × 3-5 µs = ~1-2 s wasted on allocs.","keep two pre-allocated `_scratch_x`, `_scratch_y` 1-element arrays on the instance. Edit `_terrain_noise.py:138-146`.; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018)"
_terrain_noise.py,244,method,_OpenSimplexWrapper.noise3,noise3,GRADED,file_qualified,A,A|2026-04-23: verified scalar OpenSimplex 3D wrapper -> direct delegate to the real backend for true volumetric noise sampling,A,,,
_terrain_noise.py,254,method,_OpenSimplexWrapper.noise4,noise4,GRADED,file_qualified,A-,A-|2026-04-23: verified scalar 4D noise wrapper -> native backend when available with deterministic smooth-fade slice fallback when not,A-,,,
_terrain_noise.py,289,method,_OpenSimplexWrapper.noise2_array,noise2_array,GRADED,file_simple,A,A|2026-04-19: meshgrid fast-path via _os.noise2array (C extension); per-element fallback for irregular grids.,A,,none.; S10-RESEARCH: OpenSimplex2S preferred over classic Perlin for rotational symmetry (BUG-S10-014); Voronoise (u/v parameterized value↔Worley) missing from noise library (BUG-S10-018),
_terrain_noise.py,307,method,_OpenSimplexWrapper.noise3_array,noise3_array,GRADED,file_qualified,A-,A-|2026-04-23: verified vectorized 3D noise wrapper -> regular-grid fast path plus shape-preserving per-element fallback for warped inputs,A-,,,
_terrain_noise.py,358,method,_OpenSimplexWrapper.noise4_array,noise4_array,GRADED,file_qualified,A-,A-|2026-04-23: verified vectorized 4D noise wrapper -> regular-grid fast path plus scalar fallback maintains shape and valid 4D output contract,A-,,,
_terrain_noise.py,420,function,opensimplex2s_noise2,opensimplex2s_noise2,GRADED,file_qualified,A-,A-|2026-04-23: verified public OpenSimplex2S point wrapper -> deterministic seed routing through the repo noise-generator factory,A-,,,
_terrain_noise.py,444,function,opensimplex2s_noise2_array,opensimplex2s_noise2_array,GRADED,file_qualified,A-,A-|2026-04-23: verified public OpenSimplex2S array wrapper -> supports both flat and HxWx2 coordinate layouts with stable reshape semantics,A-,,,
_terrain_noise.py,489,function,_noise_with_gradient,_noise_with_gradient,GRADED,file_qualified,A-,A-|2026-04-23: verified finite-difference noise gradient helper -> central differences over the shared noise generator return stable value-plus-gradient pairs,A-,,,
_terrain_noise.py,506,function,fbm_iq,fbm_iq,GRADED,file_qualified,A-,A-|2026-04-23: verified IQ gradient-accumulated fBm -> octave gradient dampening and coordinate rotation reduce oversaturation and axis bias,A-,,,
_terrain_noise.py,559,function,phacelle_noise_simple,phacelle_noise_simple,GRADED,file_qualified,B+,B+|2026-04-23: verified lightweight Phacelle bell-kernel noise -> deterministic 3x3-cell accumulation with octave scaling provides useful organic mask noise without vectorized heavy machinery,B+,,,
_terrain_noise.py,637,function,_hash2_scalar,_hash2_scalar,GRADED,file_qualified,A,"A|2026-04-23: verified scalar hash helper -> deterministic integer hash remapped to [0,1] for feature offsets and values",A,,,
_terrain_noise.py,651,function,_smoothstep,_smoothstep,GRADED,file_qualified,A,A|2026-04-23: verified Hermite smoothstep helper -> clamped interpolation behaves correctly for degenerate and normal intervals,A,,,
_terrain_noise.py,659,function,voronoise,voronoise,GRADED,file_qualified,A-,A-|2026-04-23: verified IQ-style Voronoise primitive -> jittered feature points and smoothstep-weighted blending provide stable Voronoi-to-noise interpolation,A-,,,
_terrain_noise.py,728,function,domain_warp_fbm,domain_warp_fbm,GRADED,file_qualified,A-,A-|2026-04-23: verified three-pass domain-warped fBm -> canonical q/r warp staging with decorrelating offsets produces the intended organic distortion,A-,,,
_terrain_noise.py,797,function,_cellular_f1_f2,_cellular_f1_f2,GRADED,file_qualified,A,A|2026-04-23: verified cellular nearest-distance helper -> deterministic 5x5 neighbourhood scan returns ordered F1/F2 Voronoi distances,A,,,
