file,line,callable,kind,domain,subdomain,criticality,current_grade,grade_status,match_mode,upgrade_tier,verification_risk_level,verification_evidence_types,best_practice_authorities,best_practice_contract,when_to_use,do_not_use_for,required_callable_setup,upgrade_actions,validation_gates,anti_patterns_to_block,required_output_artifacts,implementation_phase
_biome_grammar.py,907,compute_spring_line_mask,function,scatter_ecology,point_distribution,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,"Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: Layer boundaries placed by elevation quantization — real geology uses stratigraphic dip, not level contours. Narrow bands (exp/0.001) can miss entirely at some resolutions. Prior audit hint: Use actual stratigraphy (from terrain_stratigraphy) rather than quantized elevation.",point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1041,apply_landslide_scars,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,"Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: Scar mask is concentric circle (uphill vs downhill not asymmetric); deposit placement uses gradient at origin only — doesn't flow along actual descent path.; R5: uses `oy, ox = divmod(idx, w)` for origin and then computes fan at `(oy + dy_dir * scar_r * runout_factor, ox + dx_dir * scar_r * runout_factor)` — but variables are mismatched: `fan_cx = oy + dy_dir… Prior audit hint: Trace downslope path and distribute deposits along travel line; elongate scar uphill only.",point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1199,apply_hot_spring_features,function,scatter_ecology,point_distribution,critical,B+,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,"Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: Perfect circular rings; real travertine is asymmetric (downhill-biased, irregular ridges).; R5: rebuilds elev_norm + mid_mask EVERY iteration of the for-loop (line 583-588) but the heightmap doesn't change between picks. Hoist out. Prior audit hint: Skew rings downhill; perturb ring_r by noise.",point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1356,apply_reef_platform,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: Still overly uniform and weakly gated; warm/shallow-gradient bias and richer ecological constraints remain missing. Prior audit hint: Add temperature / shoreline-gradient / tidal gating for higher-fidelity reef placement.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1540,apply_tafoni_weathering,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: 50 cavities over full heightmap is sparse — honeycomb weathering is by definition dense; cavity depth flat (no interior texture). Prior audit hint: Scale cavity count with steep area; layer micro+macro cavities.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1807,apply_geological_folds,function,scatter_ecology,point_distribution,critical,A,VERIFIED_LOW_RISK,file_qualified,P3,LOW,direct_test;module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks. Existing weakness to resolve: Adds folds linearly — real tectonic folds scale fold amplitude with cumulative strain and plunge along axis. Prior audit hint: Add plunging-fold support (amplitude varies along strike).,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1967,_apply_forest_debris,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,1993,_apply_root_network,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2027,_apply_swamp_muck,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2052,_apply_toxic_tendrils,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2083,_apply_scree_fields,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2108,_apply_frost_crack_network,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2139,_apply_sand_ripples,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2160,_apply_grass_tufts,function,scatter_ecology,point_distribution,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Creator InstanceInfo/DetailInfo;Unreal PCG point data;Blender Geometry Nodes point scatter;Maya Bifrost/XGen,"Scatter emits typed point tables with position, normal, orient, scale, density, seed, prototype, species, biome, masks, LOD, and wind metadata.","Use when distributing foliage, rocks, props, debris, wildlife hints, biome details, exact instances, or dense detail layers.","Do not use for asset generation, material blending, or terrain shaping; consume those domains as masks/prototypes instead.",Callable must choose exact-instance or dense-detail mode and record all source masks and exclusions.,Canonicalize scatter path; convert provider/import formats to ScatterPointTable; enforce runtime altitude/slope/water checks.,point_schema|density_stats|blue_noise_or_distribution|collision_or_exclusion|asset_manifest|lod_budget,copy_pasted_meshes|hidden_random_scatter|scatter_without_provenance|audit_only_safety,scatter_points.parquet|scatter_manifest.json|detail_splatmaps|instance_pointcloud.csv,"Phase 4,9B"
_biome_grammar.py,2185,_apply_wildflower_scatter,function,hydrology,water_system,critical,B,VERIFIED_LOW_RISK,file_qualified,P3,LOW,module_test;live_probe,World Machine water depth/velocity;Houdini flow layers;Gaea flow/wear/deposits;World Creator river graph,"Water systems expose surface elevation, depth, flow direction, velocity/speed, accumulation, discharge, foam, mist, wetness, and seam continuity.","Use when creating or validating rivers, lakes, basins, wetlands, waterfalls, foam, mist, caustics, flow direction, velocity, or water export metadata.","Do not use for decorative flat planes, terrain-only valleys, or foliage placement except through derived wetness/water-edge masks.","Every water callable declares cell size, water units, downhill convention, edge contracts, and depth semantics.",Split water_mask into physical channels; wire graph segments; test braided/confluence/seam cases.,hydrology_contract|depth_tests|velocity_tests|flow_direction_tests|seam_continuity|swimmable_depth,flat_water_plane_only|single_water_mask_as_depth|radial_foam_without_flow|paper_thin_river,water_surface_elevation_m.exr|water_depth_m.exr|flow_direction_xy.exr|flow_speed_mps.exr|foam_mask.exr|mist_mask.exr,Phase 2-3
